Project,URL,Smell Type,Smell,Namespace,Class,File,Method,File Path,Line Count
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,DbFirstController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\DbFirst\DbFirstController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\DbFirst\DbFirstController.cs,179
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,MigrateController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\DbFirst\MigrateController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\DbFirst\MigrateController.cs,359
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Controllers,PM,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\DbFirst\MigrateController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\DbFirst\MigrateController.cs,359
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,HealthCheckController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\HealthCheckController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\HealthCheckController.cs,22
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Controllers,SwaggerLoginRequest,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\LoginController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\LoginController.cs,346
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Controllers,WelcomeInitData,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\MonitorController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\MonitorController.cs,275
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,PayController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\PayController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\PayController.cs,101
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Controllers,PermissionController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\PermissionController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\PermissionController.cs,799
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Controllers,AssignView,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\PermissionController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\PermissionController.cs,799
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Controllers,AssignShow,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\PermissionController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\PermissionController.cs,799
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,TasksQzController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TasksQzController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TasksQzController.cs,547
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Controllers,TasksQzController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TasksQzController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TasksQzController.cs,547
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Controllers,TasksQzController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TasksQzController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TasksQzController.cs,547
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Controllers,TasksQzController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TasksQzController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TasksQzController.cs,547
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Controllers,TasksQzController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TasksQzController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TasksQzController.cs,547
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,TopicController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TopicController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TopicController.cs,70
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,TopicDetailController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TopicDetailController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TopicDetailController.cs,175
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,TransactionController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TransactionController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\TransactionController.cs,144
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,UserRoleController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\UserRoleController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\UserRoleController.cs,97
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Controllers,ClaimDto,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\ValuesController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\ValuesController.cs,504
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,WeChatCompanyController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\WeChatCompanyController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\WeChatCompanyController.cs,91
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,WeChatConfigController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\WeChatConfigController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\WeChatConfigController.cs,91
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,WeChatController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\WeChatController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\WeChatController.cs,189
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,WeChatPushLogController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\WeChatPushLogController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\WeChatPushLogController.cs,91
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers,WeChatSubController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\WeChatSubController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\WeChatSubController.cs,91
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Api.Controllers,SplitDemoController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\SplitDemoController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\SplitDemoController.cs,199
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers.v1,ApbController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\v1\ApbController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\v1\ApbController.cs,29
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Controllers.v1,ApbController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\v1\ApbController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\v1\ApbController.cs,29
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Controllers.v2,ApbController,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\v2\ApbController.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Controllers\v2\ApbController.cs,32
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Filter,AutofacPropertityModuleReg,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\AutofacPropertityModuleReg.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\AutofacPropertityModuleReg.cs,19
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Filter,GlobalRouteAuthorizeConvention,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalAuthorizeFilter.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalAuthorizeFilter.cs,56
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Filter,GlobalAuthorizeFilter,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalAuthorizeFilter.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalAuthorizeFilter.cs,56
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Filter,GlobalExceptionsFilter,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalExceptionFilter.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalExceptionFilter.cs,96
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Filter,InternalServerErrorObjectResult,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalExceptionFilter.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalExceptionFilter.cs,96
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Filter,JsonErrorResponse,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalExceptionFilter.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalExceptionFilter.cs,96
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Filter,JsonErrorResponse,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalExceptionFilter.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalExceptionFilter.cs,96
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Filter,GlobalRoutePrefixFilter,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalRoutePrefixFilter.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\GlobalRoutePrefixFilter.cs,51
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Filter,UserRegisterVo,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\UserRegisterVo.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\UserRegisterVo.cs,67
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Filter,CarInfo,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\UserRegisterVo.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\UserRegisterVo.cs,67
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Filter,UserRegisterVoValidator,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\UserRegisterVo.cs,,DesigniteProjects\Blog.Core\Blog.Core.Api\Filter\UserRegisterVo.cs,67
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model,ApiResponse,DesigniteProjects\Blog.Core\Blog.Core.Model\ApiResponse.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ApiResponse.cs,56
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model,AuthorityScopeEnum,DesigniteProjects\Blog.Core\Blog.Core.Model\CustomEnums\AuthorityScopeEnum.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\CustomEnums\AuthorityScopeEnum.cs,30
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model,Love,DesigniteProjects\Blog.Core\Blog.Core.Model\Love.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Love.cs,25
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model,MessageModel,DesigniteProjects\Blog.Core\Blog.Core.Model\MessageModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\MessageModel.cs,98
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model,MessageModel,DesigniteProjects\Blog.Core\Blog.Core.Model\MessageModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\MessageModel.cs,98
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model,DepartmentRoot<Tkey>,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\DepartmentRoot.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\DepartmentRoot.cs,20
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model,ModulesRoot<Tkey>,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\ModulesRoot.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\ModulesRoot.cs,19
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model,PermissionRoot<Tkey>,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\PermissionRoot.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\PermissionRoot.cs,27
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model,RoleModulePermissionRoot<Tkey>,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\RoleModulePermissionRoot.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\RoleModulePermissionRoot.cs,28
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model,RootEntityTkey<Tkey>,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\RootEntityTkey.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\RootEntityTkey.cs,15
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model,SysUserInfoRoot<Tkey>,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\sysUserInfoRoot.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\sysUserInfoRoot.cs,23
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model,TopicDetailRoot<Tkey>,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\TopicDetailRoot.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\TopicDetailRoot.cs,12
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model,UserRoleRoot<Tkey>,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\UserRoleRoot.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RootTkey\UserRoleRoot.cs,21
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model,PaginationModel,DesigniteProjects\Blog.Core\Blog.Core.Model\PaginationModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\PaginationModel.cs,27
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model,ResponseEnum,DesigniteProjects\Blog.Core\Blog.Core.Model\ResponseEnum.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ResponseEnum.cs,23
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model,TableModel<T>,DesigniteProjects\Blog.Core\Blog.Core.Model\TableModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\TableModel.cs,27
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model,TableModel<T>,DesigniteProjects\Blog.Core\Blog.Core.Model\TableModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\TableModel.cs,27
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.IDS4DbModels,ApplicationRole,DesigniteProjects\Blog.Core\Blog.Core.Model\IDS4DbModels\ApplicationRole.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\IDS4DbModels\ApplicationRole.cs,49
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model.Models,AccessTrendLog,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\AccessTrendLog.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\AccessTrendLog.cs,27
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model.Models,Advertisement,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\Advertisement.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\Advertisement.cs,38
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.Models,GblLogAudit,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\GblLogAudit.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\GblLogAudit.cs,70
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Model.Models,Permission,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\Permission.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\Permission.cs,130
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Model.Models,Permission,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\Permission.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\Permission.cs,130
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Model.Models,Role,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\Role.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\Role.cs,96
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Model.Models,RoleModulePermission,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RoleModulePermission.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\RoleModulePermission.cs,64
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model.Models,SplitDemo,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\SplitDemo.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\SplitDemo.cs,27
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model.Models,TestMuchTableResult,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\TestModels.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\TestModels.cs,13
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Model.Models,WeChatCompany,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\WeChatCompany.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\WeChatCompany.cs,75
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.Models,WeChatQR,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\WeChatQR.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\WeChatQR.cs,96
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.Models,WeChatUploadFile,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\WeChatUploadFile.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\Models\WeChatUploadFile.cs,92
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.ViewModels,AdvertisementViewModels,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\AdvertisementViewModels.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\AdvertisementViewModels.cs,39
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model.ViewModels,EnumDemoDto,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\EnumDemoDto.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\EnumDemoDto.cs,23
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.ViewModels,EnumDemoDto,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\EnumDemoDto.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\EnumDemoDto.cs,23
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.ViewModels,GuestbookViewModels,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\GuestbookViewModels.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\GuestbookViewModels.cs,51
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model.ViewModels,LoginInfoViewModels,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\LoginInfoViewModels.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\LoginInfoViewModels.cs,13
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.ViewModels,LoginInfoViewModels,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\LoginInfoViewModels.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\LoginInfoViewModels.cs,13
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model.ViewModels,ModuleViewModels,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\ModuleViewModels.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\ModuleViewModels.cs,6
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.ViewModels,ModuleViewModels,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\ModuleViewModels.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\ModuleViewModels.cs,6
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.ViewModels,PayModel,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayModel.cs,102
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model.ViewModels,PayRefundNeedModel,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayRefundNeedModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayRefundNeedModel.cs,21
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.ViewModels,PayRefundReturnModel,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayRefundReturnModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayRefundReturnModel.cs,37
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Duplicate Abstraction,Blog.Core.Model.ViewModels,PayRefundReturnModel,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayRefundReturnModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayRefundReturnModel.cs,37
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model.ViewModels,PayRefundReturnOrderInfoModel,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayRefundReturnOrderInfoModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayRefundReturnOrderInfoModel.cs,30
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.ViewModels,PayResultModel,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayResultModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\PayResultModel.cs,53
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model.ViewModels,QuartzReflectionViewModel,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\QuartzReflectionViewModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\QuartzReflectionViewModel.cs,21
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.ViewModels,QuartzReflectionViewModel,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\QuartzReflectionViewModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\QuartzReflectionViewModel.cs,21
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unnecessary Abstraction,Blog.Core.Model.ViewModels,SysUserInfoDtoRoot<Tkey>,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\RootTKey\SysUserInfoDtoRoot.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\RootTKey\SysUserInfoDtoRoot.cs,13
Blog.Core,https://github.com/anjoy8/Blog.Core,Abstraction Design Smells,Unutilized Abstraction,Blog.Core.Model.ViewModels,ServerViewModel,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\ServerViewModel.cs,,DesigniteProjects\Blog.Core\Blog.Core.Model\ViewModels\ServerViewModel.cs,39
