Project,URL,Namespace,File,Line Count,Unutilized Abstraction,Unnecessary Abstraction,Duplicate Abstraction,Feature Envy,Deficient Encapsulation,Wide Hierarchy,Broken Hierarchy,Rebellious Hierarchy,Unfactored Hierarchy,Long Method,Complex Method,Long Parameter List,Long Statement,Empty Catch Block,Magic Number,Missing Default,Complex Conditional,Broken Modularization,Insufficient Modularization,Cyclically-dependent Modularization,Cyclic Hierarchy,Multipath Hierarchy,Long Identifier,Virtual Method Call from Constructor,Hub-like Modularization,Imperative Abstraction,Duplicate Code,Multifaceted Abstraction,Unexploited Encapsulation,Missing Hierarchy
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Controllers,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Api\Controllers\WeChatPushLogController.cs,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Controllers,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Api\Controllers\WeChatSubController.cs,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Controllers.v1,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Api\Controllers\v1\ApbController.cs,29.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Controllers.v2,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Api\Controllers\v2\ApbController.cs,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Filter,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Api\Filter\AutofacPropertityModuleReg.cs,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Filter,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Api\Filter\GlobalAuthorizeFilter.cs,56.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Filter,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Api\Filter\GlobalExceptionFilter.cs,96.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Filter,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Api\Filter\GlobalRoutePrefixFilter.cs,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Filter,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Api\Filter\UserRegisterVo.cs,67.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Attribute\CachingAttribute.cs,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Attribute\EnumAttachedAttribute.cs,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Attribute\UseTranAttribute.cs,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.AppConfig,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\DB\AppSecretConfig.cs,47.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.DB,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\DB\BaseDBConfig.cs,155.0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.DB,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\DB\MainDb.cs,7.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Extensions,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Extensions\EnumExtensions.cs,117.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Extensions\ExpressionExtensions.cs,217.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Extensions\ExpressionExtensions_Nacos.cs,152.0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Extensions,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Extensions\Extention.Expression.cs,387.0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Extensions,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Extensions\GenericTypeExtensions.cs,56.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\GlobalVar\GlobalVars.cs,52.0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\Appsettings.cs,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,DPE.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\Base32Helper.cs,101.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\Base64Encoder.cs,239.0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\CCBPayUtil.cs,527.0,2,4,0,0,0,0,0,0,0,0,0,5,9,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,System,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\Console\Table\ConsoleTable.cs,330.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,System,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\Console\Table\DrawTableInfo.cs,35.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,System,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\Console\Table\TableExtension.cs,151.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\DateHelper.cs,58.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\DynamicLinqFactory.cs,663.0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\FileHelper.cs,412.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\GenericTypeExtensions.cs,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\HtmlHelper.cs,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\HttpHelper.cs,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\IpHelper.cs,51.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\JsonConfigUtils.cs,242.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\JsonHelper.cs,532.0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\MD5Hepler.cs,98.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\NumberConverter.cs,174.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\PingYinHelper.cs,108.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\RSAHelper.cs,390.0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\RSAHelperExtend.cs,385.0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\RecursionHelper.cs,220.0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper.SM,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\SM\SM4.cs,301.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper.SM,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\SM\SM4Helper.cs,96.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common.Helper.SM,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\SM\SM4_Context.cs,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blog.Core,https://github.com/anjoy8/Blog.Core,Blog.Core.Common,C:\Users\AT09490\Documents\CodeSmells\data\StudyCodeSmells\ProcessedData\RQ3\Clone\Blog.Core\Blog.Core.Common\Helper\SerializeHelper.cs,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
