Project,File Path,Line Count
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\PageTranslationApiController.cs,100
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\SpaceBarWidgetApiContorller.cs,166
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\CarouselWidgetForm.cs,10
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\CarouselWidgetItemForm.cs,23
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\CarouselWidgetViewComponentItemVm.cs,15
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\CarouselWidgetViewComponentVm.cs,13
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\HtmlWidgetForm.cs,9
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\MenuForm.cs,17
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\MenuItemForm.cs,17
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\MenuItemVm.cs,28
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\PageForm.cs,31
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\PageTranslationForm.cs,11
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\PageVm.cs,15
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\SpaceBarWidgetComponentVm.cs,13
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\SpaceBarWidgetForm.cs,10
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\SpaceBarWidgetSetting.cs,21
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Data\CmsCustomModelBuilder.cs,29
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Events\EntityDeletingHandler.cs,31
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Models\Menu.cs,29
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Models\MenuItem.cs,32
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Models\Page.cs,9
SimplCommerce,"DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs",4
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\obj\Debug\net8.0\SimplCommerce.Module.Cms.AssemblyInfo.cs,23
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\obj\Debug\net8.0\SimplCommerce.Module.Cms.RazorAssemblyInfo.cs,18
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Services\IPageService.cs,14
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Services\PageService.cs,50
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\ModuleInitializer.cs,24
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\Components\CommentViewComponent.cs,21
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\Controllers\CommentApiController.cs,137
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\Controllers\CommentController.cs,116
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\ViewModels\CommentForm.cs,19
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\ViewModels\CommentItem.cs,29
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\ViewModels\CommentVm.cs,19
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Data\CommentModelBuilder.cs,16
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Data\CommentRepository.cs,35
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Data\ICommentRepository.cs,11
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Models\Comment.cs,42
SimplCommerce,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Models\CommentListItemDto.cs,29
