Project,Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
SimplCommerce,CarouselWidgetApiController,2,6,0,0,4,105,14,0,0,0,5,0
SimplCommerce,HtmlWidgetApiController,1,4,0,0,4,65,6,0,0,0,3,0
SimplCommerce,MenuApiController,2,8,0,0,8,170,21,0,0,0,5,0
SimplCommerce,PageApiController,3,6,0,0,6,107,10,0,0,0,5,0
SimplCommerce,PageController,2,2,0,0,2,29,3,0,0,0,4,0
SimplCommerce,PageTranslationApiController,2,4,0,0,3,70,8,0,0,0,4,0
SimplCommerce,SpaceBarWidgetApiContorller,2,6,0,0,4,130,18,0,0,0,5,0
SimplCommerce,CarouselWidgetForm,0,0,1,0,0,4,0,0,1,-1,2,1
SimplCommerce,CarouselWidgetItemForm,0,0,7,0,0,11,0,0,0,-1,0,2
SimplCommerce,CarouselWidgetViewComponentItemVm,0,0,5,0,0,8,0,0,0,-1,0,2
SimplCommerce,CarouselWidgetViewComponentVm,0,0,3,0,0,6,0,0,0,-1,1,1
SimplCommerce,HtmlWidgetForm,0,0,1,0,0,4,0,0,1,-1,1,1
SimplCommerce,MenuForm,0,0,4,0,0,8,0,0,0,-1,1,1
SimplCommerce,MenuItemForm,0,0,6,0,0,9,0,0,0,-1,0,2
SimplCommerce,MenuItemVm,0,2,5,0,2,17,2,0,0,-1,0,1
SimplCommerce,PageForm,0,1,8,0,1,18,1,0,0,-1,0,1
SimplCommerce,PageTranslationForm,0,0,3,0,0,6,0,0,0,-1,0,1
SimplCommerce,PageVm,0,0,5,0,0,8,0,0,0,-1,0,2
SimplCommerce,SpaceBarWidgetComponentVm,0,0,3,0,0,6,0,0,0,-1,1,1
SimplCommerce,SpaceBarWidgetForm,1,0,0,1,0,4,0,0,1,-1,2,1
SimplCommerce,SpaceBarWidgetSetting,0,0,6,0,0,10,0,0,0,-1,0,4
SimplCommerce,CmsCustomModelBuilder,0,1,0,0,1,18,1,0,1,-1,4,0
SimplCommerce,EntityDeletingHandler,1,2,0,0,2,17,3,0,0,0,3,1
SimplCommerce,Menu,0,2,4,0,2,16,2,0,1,-1,2,4
SimplCommerce,MenuItem,0,0,10,0,0,15,0,0,1,-1,3,4
SimplCommerce,Page,0,0,1,0,0,4,0,0,2,-1,1,6
SimplCommerce,ModuleInitializer,0,2,0,0,2,12,2,0,1,-1,6,0
SimplCommerce,IPageService,0,3,0,0,0,6,3,1,0,-1,1,3
SimplCommerce,PageService,3,4,0,1,4,35,4,0,1,0,4,1
SimplCommerce,SampleDataFormViewComponent,0,1,0,0,1,11,1,0,0,-1,2,0
SimplCommerce,SampleDataController,1,3,0,0,3,20,3,0,0,0.670000017,2,0
SimplCommerce,SampleDataOption,0,0,2,0,0,5,0,0,0,-1,0,4
SimplCommerce,ISqlRepository,0,5,0,0,0,8,5,1,0,-1,0,3
SimplCommerce,SqlRepository,2,6,0,0,6,63,13,0,1,0.5,2,1
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,5,0
SimplCommerce,ISampleDataService,0,1,0,0,0,4,1,1,0,-1,1,3
SimplCommerce,SampleDataService,2,3,0,0,2,38,4,0,1,0,5,1
SimplCommerce,LocalizationApiController,3,5,0,0,5,79,11,0,0,0,6,0
SimplCommerce,LocalizationController,2,2,0,0,2,20,2,0,0,0,3,0
SimplCommerce,ResourceItemVm,0,0,4,0,0,7,0,0,0,-1,0,1
SimplCommerce,LocalizationCustomModelBuilder,0,1,0,0,1,14,1,0,1,-1,5,0
SimplCommerce,EfRequestCultureProvider,0,1,0,0,1,15,2,0,0,-1,1,1
SimplCommerce,EfStringLocalizer,3,6,0,0,3,91,10,0,0,0,2,2
SimplCommerce,EfStringLocalizerFactory,2,3,0,0,3,18,3,0,0,0,1,1
SimplCommerce,EfStringLocalizer<T>,2,5,0,0,3,58,6,0,0,0.600000024,3,1
SimplCommerce,ModuleInitializer,0,2,0,0,2,12,2,0,1,-1,6,0
SimplCommerce,UserSignedInHandler,2,2,0,0,2,17,2,0,0,0,4,1
SimplCommerce,CultureInfoExtensions,0,1,0,0,1,11,2,0,0,-1,1,0
SimplCommerce,LocalizationServiceCollectionExtensions,0,4,0,0,2,40,7,0,0,-1,2,0
SimplCommerce,ContentLocalizationService,3,10,0,0,7,94,15,0,1,0,4,1
SimplCommerce,LanguageDirectionTagHelperComponent,2,2,1,0,2,27,4,0,0,0,0,0
SimplCommerce,SearchFormViewComponent,1,2,0,0,2,23,2,0,0,0,3,0
SimplCommerce,SearchApiController,1,2,0,0,2,21,2,0,0,0,2,0
SimplCommerce,SearchController,9,5,0,0,2,190,18,0,0,0,15,0
SimplCommerce,SearchForm,0,0,3,0,0,6,0,0,0,-1,0,1
SimplCommerce,SearchResult,0,0,8,0,0,15,0,0,0,-1,3,1
SimplCommerce,Query,0,0,3,0,0,8,0,0,1,-1,1,2
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,2,0
SimplCommerce,ReviewViewComponent,3,2,0,0,2,69,4,0,0,0,9,0
SimplCommerce,ReplyApiController,2,4,0,0,4,101,13,0,0,0,3,0
SimplCommerce,ReplyController,2,2,0,0,2,33,3,0,0,0,4,0
SimplCommerce,ReviewApiController,2,4,0,0,4,127,15,0,0,0,4,0
SimplCommerce,ReviewController,3,3,0,0,3,92,5,0,0,0,9,0
SimplCommerce,Reply,0,0,3,0,0,6,0,0,0,-1,0,3
SimplCommerce,ReplyForm,0,0,3,0,0,7,0,0,0,-1,0,1
SimplCommerce,ReviewForm,0,0,8,0,0,13,0,0,0,-1,0,1
SimplCommerce,ReviewItem,0,0,7,0,0,10,0,0,0,-1,1,3
SimplCommerce,ReviewVm,0,1,14,0,1,35,2,0,0,-1,1,2
SimplCommerce,IReplyRepository,0,1,0,0,0,4,1,1,2,-1,3,3
SimplCommerce,IReviewRepository,0,1,0,0,0,4,1,1,2,-1,3,4
SimplCommerce,ReplyRepository,0,2,0,0,2,26,2,0,3,-1,7,1
SimplCommerce,ReviewRepository,0,2,0,0,2,26,2,0,3,-1,6,1
SimplCommerce,Reply,0,1,8,0,1,17,1,0,1,-1,4,4
SimplCommerce,ReplyListItemDto,0,0,8,0,0,11,0,0,0,-1,1,2
SimplCommerce,ReplyStatus,0,0,0,0,0,6,0,0,0,-1,0,5
SimplCommerce,Review,0,1,11,0,1,22,1,0,1,-1,4,6
SimplCommerce,ReviewListItemDto,0,0,12,0,0,15,0,0,0,-1,1,2
SimplCommerce,ReviewStatus,0,0,0,0,0,6,0,0,0,-1,0,5
SimplCommerce,ModuleInitializer,0,2,0,0,2,12,2,0,1,-1,6,0
SimplCommerce,MostViewedEntityController,1,2,0,0,2,16,2,0,0,0,2,0
SimplCommerce,ActivityLogCustomModelBuilder,0,1,0,0,1,8,1,0,1,-1,3,0
SimplCommerce,ActivityRepository,1,2,0,0,2,24,2,0,1,1,6,1
SimplCommerce,IActivityTypeRepository,0,1,0,0,0,4,1,1,2,-1,3,3
SimplCommerce,EntityViewedHandler,3,2,0,0,2,24,2,0,0,0,4,1
SimplCommerce,Activity,0,0,6,0,0,11,0,0,1,-1,2,4
SimplCommerce,ActivityType,0,1,1,0,1,10,1,0,1,-1,1,2
SimplCommerce,MostViewEntityDto,0,0,5,0,0,8,0,0,0,-1,0,3
SimplCommerce,ModuleInitializer,0,2,0,0,2,12,2,0,1,-1,6,0
SimplCommerce,VendorApiController,2,7,0,0,7,130,16,0,0,0,6,0
SimplCommerce,VendorForm,0,0,7,0,0,15,0,0,0,-1,1,1
SimplCommerce,VendorManager,0,0,2,0,0,5,0,0,0,-1,0,2
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,4,0
SimplCommerce,IVendorService,0,4,0,0,0,7,4,1,0,-1,1,3
SimplCommerce,VendorService,3,5,0,0,5,40,5,0,1,0,4,1
SimplCommerce,NewsCategoryApiController,2,6,0,0,6,89,10,0,0,0,4,0
SimplCommerce,NewsCategoryController,4,2,0,0,2,71,4,0,0,0,7,0
SimplCommerce,NewsItemApiController,4,9,0,0,6,206,26,0,0,0.219999999,9,0
SimplCommerce,NewsItemController,4,3,0,0,3,79,5,0,0,0,8,0
SimplCommerce,NewsCategoryForm,0,1,7,0,1,16,1,0,0,-1,0,1
SimplCommerce,NewsCategoryVm,0,0,6,0,0,9,0,0,0,-1,0,3
SimplCommerce,NewsItemForm,0,1,12,0,1,23,1,0,0,-1,0,1
SimplCommerce,NewsItemThumbnail,0,0,5,0,0,9,0,0,0,-1,0,3
SimplCommerce,NewsItemVm,0,1,8,0,1,19,1,0,0,-1,0,1
SimplCommerce,NewsVm,0,1,6,0,1,13,1,0,0,-1,2,2
SimplCommerce,NewsCustomModelBuilder,0,1,0,0,1,20,1,0,1,-1,4,0
SimplCommerce,NewsCategory,0,0,10,0,0,19,0,0,1,-1,2,6
SimplCommerce,NewsItem,0,1,4,0,1,13,1,0,2,-1,3,6
SimplCommerce,NewsItemCategory,0,0,4,0,0,7,0,0,0,-1,2,4
SimplCommerce,ModuleInitializer,0,2,0,0,2,12,2,0,1,-1,6,0
SimplCommerce,INewsCategoryService,0,4,0,0,0,7,4,1,0,-1,1,3
SimplCommerce,INewsItemService,0,4,0,0,0,7,4,1,0,-1,1,3
SimplCommerce,NewsCategoryService,3,5,0,0,5,40,5,0,1,0,4,1
SimplCommerce,NewsItemService,3,5,0,0,5,49,8,0,1,0,4,1
SimplCommerce,ComparingProductController,6,4,0,0,4,98,6,0,0,0,16,0
SimplCommerce,AddToComparisonModel,0,0,1,0,0,4,0,0,0,-1,0,2
SimplCommerce,AddToComparisonResult,0,0,2,0,0,5,0,0,0,-1,1,2
SimplCommerce,AttributeValueVm,0,0,2,0,0,5,0,0,0,-1,0,2
SimplCommerce,AttributeVm,0,0,2,0,0,5,0,0,0,-1,0,2
SimplCommerce,ComparingProductVm,0,0,5,0,0,8,0,0,0,-1,2,3
SimplCommerce,ProductComparisonVm,0,0,2,0,0,5,0,0,0,-1,2,2
SimplCommerce,UserSignedInHandler,2,2,0,0,2,15,2,0,0,0,3,0
SimplCommerce,ComparingProduct,0,0,5,0,0,8,0,0,1,-1,3,4
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,3,0
SimplCommerce,ComparingProductService,2,3,0,0,3,38,6,0,1,0,4,2
SimplCommerce,IComparingProductService,0,2,0,0,0,5,2,1,0,-1,0,5
SimplCommerce,TooManyComparingProductException,0,1,1,0,1,8,1,0,0,-1,0,4
SimplCommerce,ContactApiController,3,4,0,0,4,89,11,0,0,0,6,0
SimplCommerce,ContactAreaApiController,1,6,0,0,6,67,9,0,0,0,3,0
SimplCommerce,ContactAreaTranslationApiController,2,4,0,0,3,67,8,0,0,0,4,0
SimplCommerce,ContactController,4,4,0,0,3,67,6,0,0,0,7,0
SimplCommerce,CompanyInformation,0,0,5,0,0,9,0,0,0,-1,0,1
SimplCommerce,ContactAreaForm,0,0,2,0,0,6,0,0,0,-1,0,1
SimplCommerce,ContactAreaTranslationForm,0,0,2,0,0,5,0,0,0,-1,0,1
SimplCommerce,ContactAreaVm,0,0,2,0,0,5,0,0,0,-1,0,2
SimplCommerce,ContactForm,0,0,7,0,0,14,0,0,0,-1,0,1
SimplCommerce,ContactVm,0,0,8,0,0,16,0,0,0,-1,2,1
SimplCommerce,ContactCustomModelBuilder,0,1,0,0,1,9,1,0,1,-1,2,0
SimplCommerce,Contact,0,1,9,0,1,20,1,0,1,-1,2,2
SimplCommerce,ContactArea,0,0,2,0,0,7,0,0,1,-1,1,4
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,2,0
SimplCommerce,ProductRecentlyViewedViewComponent,5,2,0,0,2,41,4,0,0,0,4,0
SimplCommerce,RecentlyViewedWidgetViewComponent,1,2,0,0,2,17,2,0,0,1,1,0
SimplCommerce,RecentlyViewedWidgetApiController,2,4,0,0,4,67,7,0,0,0,1,0
SimplCommerce,RecentlyViewedWidgetForm,0,0,1,0,0,4,0,0,0,-1,0,1
SimplCommerce,RecentlyViewedWidgetViewComponentVm,0,0,2,0,0,5,0,0,0,-1,0,1
SimplCommerce,IRecentlyViewedProductRepository,0,1,0,0,0,4,1,1,0,-1,1,3
SimplCommerce,ProductRecentlyViewedCustomModelBuilder,0,1,0,0,1,17,1,0,0,-1,0,0
SimplCommerce,RecentlyViewedProductRepository,2,2,0,0,2,16,2,0,1,1,3,1
SimplCommerce,EntityViewedHandler,3,2,0,0,2,33,4,0,0,0,1,1
SimplCommerce,RecentlyViewedProduct,0,0,3,0,0,6,0,0,0,-1,0,2
SimplCommerce,ModuleInitializer,0,2,0,0,2,12,2,0,0,-1,3,0
SimplCommerce,EmailSenderSmptCustomModelBuilder,0,1,0,0,1,12,1,0,0,-1,1,0
SimplCommerce,EmailConfig,0,0,4,0,0,7,0,0,0,-1,0,1
SimplCommerce,EmailSender,1,2,0,0,2,36,2,0,1,0,2,1
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,0,-1,2,0
SimplCommerce,EmailSender,3,2,0,0,2,29,2,0,1,0,1,1
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,0,-1,2,0
SimplCommerce,CartRuleApiController,1,6,0,0,6,192,19,0,0,0,7,1
SimplCommerce,CartRuleUsageApiController,1,2,0,0,2,63,9,0,0,0,3,1
SimplCommerce,CartRuleForm,0,0,15,0,0,21,0,0,0,-1,1,2
SimplCommerce,CartRuleProductVm,0,0,3,0,0,6,0,0,0,-1,0,2
SimplCommerce,PricingCustomModelBuilder,0,1,0,0,1,34,1,0,1,-1,6,0
SimplCommerce,CartRule,0,0,16,0,0,22,0,0,1,-1,5,9
SimplCommerce,CartRuleCategory,0,0,4,0,0,7,0,0,0,-1,2,3
SimplCommerce,CartRuleCustomerGroup,0,0,4,0,0,7,0,0,0,-1,2,2
SimplCommerce,CartRuleProduct,0,0,4,0,0,7,0,0,0,-1,2,4
SimplCommerce,CartRuleUsage,0,1,8,0,1,15,1,0,1,-1,4,3
SimplCommerce,CatalogRule,0,0,9,0,0,15,0,0,1,-1,2,1
SimplCommerce,CatalogRuleCustomerGroup,0,0,4,0,0,7,0,0,0,-1,2,2
SimplCommerce,Coupon,0,1,4,0,1,13,1,0,1,-1,2,6
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,4,0
SimplCommerce,CartInfoForCoupon,0,0,1,0,0,4,0,0,0,-1,1,4
SimplCommerce,CartItemForCoupon,0,0,2,0,0,5,0,0,0,-1,0,3
SimplCommerce,CouponService,3,4,0,0,3,159,24,0,1,0,12,1
SimplCommerce,CouponValidationResult,0,0,8,0,0,11,0,0,0,-1,2,5
SimplCommerce,DiscountableProduct,0,0,3,0,0,6,0,0,0,-1,0,1
SimplCommerce,DiscountedProduct,0,0,5,0,0,8,0,0,0,-1,0,2
SimplCommerce,ICouponService,0,2,0,0,0,5,2,1,0,-1,2,4
SimplCommerce,TaxClassApiController,2,7,0,0,7,99,12,0,0,0,3,0
SimplCommerce,TaxRateApiController,2,8,0,0,8,152,15,0,0,0,7,0
SimplCommerce,TaxClassForm,0,0,2,0,0,6,0,0,0,-1,0,1
SimplCommerce,TaxRateForm,0,0,6,0,0,12,0,0,0,-1,0,1
SimplCommerce,TaxRateImport,0,0,5,0,0,11,0,0,0,-1,0,1
SimplCommerce,TaxRateImportForm,0,0,3,0,0,8,0,0,0,-1,0,1
SimplCommerce,TaxCustomModelBuilder,0,1,0,0,1,10,1,0,1,-1,3,0
SimplCommerce,TaxClass,0,2,1,0,2,11,2,0,1,-1,1,4
SimplCommerce,TaxRate,0,0,8,0,0,13,0,0,1,-1,4,2
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,4,0
SimplCommerce,ITaxService,0,1,0,0,0,4,1,1,0,-1,0,2
SimplCommerce,TaxService,1,2,0,0,2,29,5,0,1,0,3,1
SimplCommerce,LocalStorageService,1,3,0,0,3,24,4,0,1,0,2,1
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,3,0
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,3,0
SimplCommerce,S3StorageService,3,4,0,0,4,48,5,0,1,0,1,1
SimplCommerce,ShippingProviderApiController,1,4,0,0,4,40,4,0,0,0,2,0
SimplCommerce,ShippingAddressVm,0,0,3,0,0,6,0,0,0,-1,0,0
SimplCommerce,ShippingCustomModelBuilder,0,1,0,0,1,7,1,0,1,-1,2,0
SimplCommerce,ShippingProvider,0,2,11,0,2,50,2,0,0,-1,1,9
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,2,0
SimplCommerce,ShippingFreeCustomModelBuilder,0,1,0,0,1,7,1,0,1,-1,2,0
SimplCommerce,FreeShippingSetting,0,0,1,0,0,4,0,0,0,-1,0,2
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,3,0
SimplCommerce,FreeShippingServiceProvider,1,2,0,0,2,23,3,0,1,0,7,2
SimplCommerce,PriceAndDestinationApiController,1,6,0,0,6,105,10,0,0,0,3,0
SimplCommerce,PriceAndDestinationForm,0,0,11,0,0,14,0,0,0,-1,0,1
SimplCommerce,ShippingTableRateCustomModelBuilder,0,1,0,0,1,7,1,0,1,-1,2,0
SimplCommerce,PriceAndDestination,0,0,10,0,0,15,0,0,1,-1,4,2
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,4,0
SimplCommerce,TableRateShippingServiceProvider,2,2,0,1,2,31,3,0,1,0,8,1
SimplCommerce,StockApiController,7,5,0,0,5,124,15,0,0,0,11,0
SimplCommerce,WarehouseApiController,3,7,0,0,7,180,21,0,0,0,6,0
SimplCommerce,WarehouseProductApiController,5,4,0,0,4,125,16,0,0,0,9,0
SimplCommerce,MangeWarehouseProductItemVm,0,0,5,0,0,14,0,0,0,-1,0,1
SimplCommerce,StockVm,0,0,3,0,0,6,0,0,0,-1,0,1
SimplCommerce,WarehouseVm,0,0,12,0,0,18,0,0,0,-1,0,1
SimplCommerce,InventoryCustomModelBuilder,0,1,0,0,1,7,1,0,1,-1,2,0
SimplCommerce,ProductBackInStock,0,0,1,0,0,4,0,0,0,-1,0,4
SimplCommerce,ProductBackInStockSendEmailHandler,1,2,0,1,2,8,2,0,0,0,2,1
SimplCommerce,ProductBackInStockSubscription,0,0,2,0,0,5,0,0,1,-1,1,2
SimplCommerce,Stock,0,0,6,0,0,9,0,0,1,-1,3,5
SimplCommerce,StockHistory,0,0,9,0,0,13,0,0,1,-1,4,3
SimplCommerce,Warehouse,0,2,5,0,2,15,2,0,1,-1,3,10
SimplCommerce,ModuleInitializer,0,2,0,0,2,13,2,0,1,-1,8,0
SimplCommerce,IStockService,0,2,0,0,0,5,2,1,0,-1,2,4
SimplCommerce,IStockSubscriptionService,0,2,0,0,0,5,2,1,0,-1,0,4
SimplCommerce,StockService,4,3,0,0,3,58,5,0,1,0,8,1
SimplCommerce,StockSubscriptionService,4,3,0,0,3,46,4,0,1,0,6,1
SimplCommerce,StockUpdateRequest,0,0,5,0,0,8,0,0,0,-1,0,4
SimplCommerce,CartBadgeViewComponent,3,2,0,0,2,23,3,0,0,0,4,0
SimplCommerce,CartApiController,3,1,0,0,1,74,1,0,0,0,4,0
SimplCommerce,CartController,6,8,0,0,8,129,17,0,0,0.25,11,0
SimplCommerce,AddToCartModel,0,0,3,0,0,6,0,0,0,-1,0,1
SimplCommerce,AddToCartResultVm,1,1,10,0,1,18,1,0,0,0,2,1
SimplCommerce,ApplyCouponForm,0,0,1,0,0,4,0,0,0,-1,0,1
SimplCommerce,CartItemVm,1,2,14,0,2,34,3,0,0,1,4,2
SimplCommerce,CartQuantityUpdate,0,0,2,0,0,5,0,0,0,-1,0,1
SimplCommerce,CartVm,1,1,10,0,1,41,1,0,0,0,2,4
SimplCommerce,ProductVariationOption,0,0,2,0,0,5,0,0,0,-1,0,2
SimplCommerce,ProductVariationOptionVm,0,0,2,0,0,5,0,0,0,-1,0,0
SimplCommerce,UserSignedInHandler,2,2,0,0,2,15,2,0,0,0,3,1
SimplCommerce,CartItem,0,1,8,0,1,16,1,0,1,-1,3,4
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,5,0
SimplCommerce,AddToCartResult,0,0,3,0,0,6,0,0,0,-1,0,2
SimplCommerce,CartService,7,5,0,0,5,136,12,0,1,0,13,1
SimplCommerce,ICartService,0,4,0,0,0,7,4,1,0,-1,3,6
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,3,0
SimplCommerce,GetShippingPriceRequest,0,0,4,0,0,7,0,0,0,-1,2,8
SimplCommerce,GetShippingPriceResponse,1,0,3,1,0,7,0,0,0,-1,1,3
SimplCommerce,IShippingPriceService,0,1,0,0,0,4,1,1,0,-1,2,4
SimplCommerce,IShippingPriceServiceProvider,0,1,0,0,0,4,1,2,0,-1,3,5
SimplCommerce,ShippingItem,0,0,3,0,0,6,0,0,0,-1,1,1
SimplCommerce,ShippingPrice,1,1,4,0,1,18,1,0,0,0,1,8
SimplCommerce,ShippingPriceService,2,2,0,0,2,42,8,0,1,0,6,1
SimplCommerce,ShipmentApiController,4,6,0,0,6,203,26,0,0,0,8,0
SimplCommerce,ShipmentForm,0,0,4,0,0,7,0,0,0,-1,1,1
SimplCommerce,ShipmentCustomModelBuilder,0,1,0,0,1,27,1,0,1,-1,2,0
SimplCommerce,OrderDetailGotHandler,1,2,0,0,2,26,5,0,0,0,3,1
SimplCommerce,Shipment,0,1,11,0,1,20,1,0,1,-1,5,5
SimplCommerce,ShipmentItem,0,0,6,0,0,9,0,0,1,-1,3,4
SimplCommerce,ShipmentStatus,0,0,0,0,0,3,0,0,0,-1,0,0
SimplCommerce,ModuleInitializer,0,2,0,0,2,12,2,0,1,-1,6,0
SimplCommerce,IShipmentService,0,3,0,0,0,6,3,1,0,-1,3,3
SimplCommerce,ShipmentItemVm,0,0,8,0,0,11,0,0,0,-1,0,3
SimplCommerce,ShipmentService,4,4,0,0,4,88,14,0,1,0,8,1
SimplCommerce,CheckoutController,4,2,0,0,2,46,4,0,0,0,7,0
SimplCommerce,PaymentApiController,2,2,0,0,2,32,2,0,0,0,3,0
SimplCommerce,PaymentProviderApiController,1,4,0,0,4,40,4,0,0,0,2,0
SimplCommerce,CheckoutPaymentForm,0,0,2,0,0,5,0,0,0,-1,1,1
SimplCommerce,PaymentProviderVm,0,0,3,0,0,6,0,0,0,-1,0,2
SimplCommerce,PaymentsCustomModelBuilder,0,1,0,0,1,7,1,0,1,-1,2,0
SimplCommerce,Payment,0,1,10,0,1,20,1,0,1,-1,3,7
SimplCommerce,PaymentProvider,0,1,5,0,1,19,1,0,0,-1,1,31
SimplCommerce,PaymentStatus,0,0,0,0,0,5,0,0,0,-1,0,7
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,2,0
SimplCommerce,CoDLandingViewComponent,0,1,0,0,1,7,1,0,0,-1,0,0
SimplCommerce,CoDApiController,1,3,0,0,3,34,5,0,0,0,4,0
SimplCommerce,CoDController,5,5,0,0,2,73,11,0,0,0,8,0
SimplCommerce,PaymentCoDCustomModelBuilder,0,1,0,0,1,9,1,0,1,-1,2,0
SimplCommerce,CoDSetting,0,0,3,0,0,6,0,0,0,-1,0,2
SimplCommerce,PaymentProviderHelper,1,0,0,1,0,4,0,0,0,-1,0,2
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,2,0
SimplCommerce,PaypalExpressLandingViewComponent,1,2,0,0,2,18,2,0,0,0,5,0
SimplCommerce,PaypalExpressApiController,1,3,0,0,3,30,4,0,0,0,4,0
SimplCommerce,PaypalExpressController,8,7,0,0,3,186,11,0,0,0,21,0
SimplCommerce,PaymentPaypalExpressCustomModelBuilder,0,1,0,0,1,9,1,0,1,-1,2,0
SimplCommerce,PaymentProviderHelper,1,0,0,1,0,4,0,0,0,-1,0,3
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,2,0
SimplCommerce,ExperienceProfile,0,0,4,0,0,7,0,0,0,-1,1,1
SimplCommerce,InputFields,0,0,1,0,0,4,0,0,0,-1,0,2
SimplCommerce,PaymentCreateRequest,0,0,6,0,0,9,0,0,0,-1,3,1
SimplCommerce,Payer,0,0,1,0,0,4,0,0,0,-1,0,2
SimplCommerce,Redirect_Urls,0,0,2,0,0,5,0,0,0,-1,0,2
SimplCommerce,Transaction,0,0,7,0,0,10,0,0,0,-1,3,2
SimplCommerce,Amount,0,0,3,0,0,6,0,0,0,-1,1,2
SimplCommerce,Details,0,0,6,0,0,9,0,0,0,-1,0,2
SimplCommerce,Payment_Options,0,0,1,0,0,4,0,0,0,-1,0,1
SimplCommerce,Item_List,0,0,2,0,0,5,0,0,0,-1,2,1
SimplCommerce,Shipping_Address,0,0,8,0,0,11,0,0,0,-1,0,1
SimplCommerce,Item,0,0,7,0,0,10,0,0,0,-1,0,1
SimplCommerce,PaymentExecuteRequest,0,0,1,0,0,4,0,0,0,-1,0,1
SimplCommerce,PaymentExecuteVm,0,0,3,0,0,6,0,0,0,-1,0,1
SimplCommerce,PaypalExpressCheckoutForm,0,0,3,0,0,7,0,0,0,-1,0,1
SimplCommerce,PaypalExpressConfigForm,0,0,6,0,0,21,0,0,0,-1,0,3
SimplCommerce,StripeLandingViewComponent,4,2,0,0,2,33,3,0,0,0,8,0
SimplCommerce,StripeApiController,1,3,0,0,3,30,4,0,0,0,4,0
SimplCommerce,StripeController,6,2,0,0,2,84,5,0,0,0,12,0
SimplCommerce,StripeCheckoutForm,0,0,4,0,0,8,0,0,0,-1,0,1
SimplCommerce,StripeConfigForm,0,0,2,0,0,7,0,0,0,-1,0,3
SimplCommerce,PaymentStripeCustomModelBuilder,0,1,0,0,1,9,1,0,1,-1,2,0
SimplCommerce,PaymentProviderHelper,1,0,0,1,0,4,0,0,0,-1,0,3
SimplCommerce,ModuleInitializer,0,2,0,0,2,10,2,0,1,-1,2,0
SimplCommerce,AzureBlobStorageService,2,4,0,0,4,48,7,0,1,0,1,1
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,3,0
SimplCommerce,DinkToPdfConverter,1,2,0,0,2,27,2,0,1,0,1,1
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,3,0
SimplCommerce,WishListController,8,9,0,0,8,256,22,0,0,0.219999999,14,0
SimplCommerce,AddToWishList,0,0,2,0,0,5,0,0,0,-1,0,1
SimplCommerce,AddToWishListResult,0,0,2,0,0,5,0,0,0,-1,1,1
SimplCommerce,ShareWishListForm,0,0,2,0,0,9,0,0,0,-1,0,1
SimplCommerce,UpdateWishListItem,0,0,3,0,0,6,0,0,0,-1,0,1
SimplCommerce,WishListItemVm,0,0,7,0,0,10,0,0,0,-1,0,3
SimplCommerce,WishListVm,0,0,3,0,0,6,0,0,0,-1,1,1
SimplCommerce,WishList,0,1,6,0,1,15,1,0,1,-1,3,2
SimplCommerce,WishListItem,0,1,8,0,1,16,1,0,1,-1,3,2
SimplCommerce,ModuleInitializer,0,2,0,0,2,11,2,0,1,-1,3,0
SimplCommerce,IWishListService,0,1,0,0,0,4,1,1,0,-1,0,3
SimplCommerce,WishListService,0,1,0,0,1,20,2,0,1,-1,1,1
SimplCommerce,CommentViewComponent,0,1,0,0,1,12,1,0,0,-1,1,0
SimplCommerce,CommentApiController,2,4,0,0,4,108,14,0,0,0,3,0
SimplCommerce,CommentController,4,3,0,0,3,91,7,0,0,0,6,0
SimplCommerce,CommentForm,0,0,5,0,0,10,0,0,0,-1,0,1
SimplCommerce,CommentItem,0,0,7,0,0,16,0,0,0,-1,0,2
