Project,Design smell,Namespace,Class,File
SimplCommerce,Broken Modularization,SimplCommerce.Module.PaymentPaypalExpress.ViewModels,Item,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.PaymentPaypalExpress\ViewModels\PaymentCreateRequest.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.PaymentPaypalExpress.ViewModels,PaypalExpressConfigForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.PaymentPaypalExpress\ViewModels\PaypalExpressConfigForm.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.WishList.Areas.WishList.ViewModels,WishListItemVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\Areas\WishList\ViewModels\WishListItemVm.cs
SimplCommerce,Cyclically-dependent Modularization,SimplCommerce.Module.WishList.Models,WishList,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\Models\WishList.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.Comments.Areas.Comments.ViewModels,CommentForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\ViewModels\CommentForm.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.Comments.Areas.Comments.ViewModels,CommentItem,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\ViewModels\CommentItem.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.Comments.Areas.Comments.ViewModels,CommentVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\ViewModels\CommentVm.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.Comments.Models,CommentListItemDto,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Models\CommentListItemDto.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.PaymentBraintree.Areas.PaymentBraintree.ViewModels,BraintreeConfigForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.PaymentBraintree\Areas\PaymentBraintree\ViewModels\BraintreeConfigForm.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.PaymentMomo.ViewModels,MomoPaymentConfigForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.PaymentMomo\ViewModels\MomoPaymentConfigForm.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.PaymentNganLuong.ViewModels,PaymentStatusResponseData,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.PaymentNganLuong\ViewModels\PaymentStatusResponse.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.PaymentNganLuong.ViewModels,PaymentSubmitResponse,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.PaymentNganLuong\ViewModels\PaymentSubmitResponse.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.PaymentCashfree.Areas.PaymentCashfree.ViewModels,CashfreeCheckoutForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.PaymentCashfree\Areas\PaymentCashfree\ViewModels\CashfreeCheckoutForm.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.PaymentCashfree.Areas.PaymentCashfree.ViewModels,CashfreeConfigForm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.PaymentCashfree\Areas\PaymentCashfree\ViewModels\CashfreeConfigForm.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.PaymentCashfree.Areas.PaymentCashfree.ViewModels,CashfreeResponse,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.PaymentCashfree\Areas\PaymentCashfree\ViewModels\CashfreeResponse.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.Checkouts.Areas.Checkouts.ViewModels,AddressFormVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\AddressFormVm.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.Checkouts.Areas.Checkouts.ViewModels,ShippingAddressVm,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\ShippingAddressVm.cs
SimplCommerce,Broken Modularization,SimplCommerce.Module.Checkouts.Models,CheckoutItem,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Models\CheckoutItem.cs
SimplCommerce,Cyclically-dependent Modularization,SimplCommerce.Module.Checkouts.Models,Checkout,DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Models\Checkout.cs
