File,Smell
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Services\CouponValidationResult.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Services\DiscountableProduct.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Pricing\Services\DiscountedProduct.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\Controllers\ComparingProductController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Long Parameter List', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\AddToComparisonModel.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\AddToComparisonResult.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\AttributeValueVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\AttributeVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\ComparingProductVm.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Areas\ProductComparison\ViewModels\ProductComparisonVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Events\UserSignedInHandler.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\Models\ComparingProduct.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductComparison\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Areas\ProductRecentlyViewed\Components\ProductRecentlyViewedViewComponent.cs,"['Unutilized Abstraction', 'Long Parameter List', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Areas\ProductRecentlyViewed\Components\RecentlyViewedWidgetViewComponent.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Areas\ProductRecentlyViewed\Controllers\RecentlyViewedWidgetController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Areas\ProductRecentlyViewed\ViewModels\RecentlyViewedWidgetForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Areas\ProductRecentlyViewed\ViewModels\RecentlyViewedWidgetViewComponentVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Data\ProductRecentlyViewedCustomModelBuilder.cs,"['Unutilized Abstraction', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Events\EntityViewedHandler.cs,"['Long Identifier', 'Long Identifier']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\Models\RecentlyViewedProduct.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ProductRecentlyViewed\ModuleInitializer.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Components\ReviewViewComponent.cs,"['Unutilized Abstraction', 'Duplicate Abstraction', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Controllers\ReplyApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Magic Number', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Controllers\ReplyController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Controllers\ReviewApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Complex Method', 'Long Statement', 'Magic Number', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\Controllers\ReviewController.cs,"['Unutilized Abstraction', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\ViewModels\Reply.cs,"['Unnecessary Abstraction', 'Duplicate Abstraction']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\ViewModels\ReplyForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\ViewModels\ReviewForm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\ViewModels\ReviewItem.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Areas\Reviews\ViewModels\ReviewVm.cs,['Magic Number']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Models\Reply.cs,['Cyclically-dependent Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Models\ReplyListItemDto.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\Models\ReviewListItemDto.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Reviews\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.SampleData\Areas\SampleData\Components\SampleDataFormViewComponent.cs,"['Unutilized Abstraction', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.SampleData\Areas\SampleData\Controllers\SampleDataController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.SampleData\Areas\SampleData\ViewModels\SampleDataOption.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.SampleData\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.SampleData\Services\SampleDataService.cs,"['Long Statement', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Areas\Search\Components\SearchFormViewComponent.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Areas\Search\Controllers\SearchApiController.cs,"['Unutilized Abstraction', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Areas\Search\Controllers\SearchController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Complex Method', 'Long Parameter List', 'Long Identifier', 'Long Identifier', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Areas\Search\ViewModels\SearchForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Areas\Search\ViewModels\SearchResult.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\Models\Query.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Search\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipments\Areas\Shipments\Controllers\ShipmentApiController.cs,"['Unutilized Abstraction', 'Complex Method']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipments\Areas\Shipments\ViewModels\ShipmentForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipments\Models\Shipment.cs,['Cyclically-dependent Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipments\Models\ShipmentItem.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipments\Models\ShipmentStatus.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipments\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipments\Services\ShipmentItemVm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipments\Services\ShipmentService.cs,"['Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingFree\Data\ShippingFreeCustomModelBuilder.cs,['Long Statement']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingFree\Models\FreeShippingSetting.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingFree\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingPrices\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingPrices\Services\GetShippingPriceRequest.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingPrices\Services\GetShippingPriceResponse.cs,"['Unnecessary Abstraction', 'Deficient Encapsulation']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingPrices\Services\ShippingItem.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingTableRate\Areas\ShippingTableRate\Controllers\PriceAndDestinationApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy', 'Long Identifier', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingTableRate\Areas\ShippingTableRate\ViewModels\PriceAndDestinationForm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingTableRate\Data\ShippingTableRateCustomModelBuilder.cs,['Long Statement']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingTableRate\Models\PriceAndDestination.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingTableRate\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShippingTableRate\Services\TableRateShippingServiceProvider.cs,['Long Identifier']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipping\Areas\Shipping\Controllers\ShippingProviderApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipping\Areas\Shipping\ViewModels\ShippingAddressVm.cs,"['Unnecessary Abstraction', 'Unutilized Abstraction']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Shipping\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShoppingCart\Areas\ShoppingCart\Components\CartBadgeViewComponent.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShoppingCart\Areas\ShoppingCart\Controllers\CartApiController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShoppingCart\Areas\ShoppingCart\Controllers\CartController.cs,"['Unutilized Abstraction', 'Long Parameter List', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShoppingCart\Areas\ShoppingCart\ViewModels\AddToCartModel.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShoppingCart\Areas\ShoppingCart\ViewModels\ApplyCouponForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShoppingCart\Areas\ShoppingCart\ViewModels\CartQuantityUpdate.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShoppingCart\Areas\ShoppingCart\ViewModels\ProductVariationOption.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShoppingCart\Areas\ShoppingCart\ViewModels\ProductVariationOptionVm.cs,"['Unnecessary Abstraction', 'Unutilized Abstraction']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShoppingCart\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShoppingCart\Services\AddToCartResult.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ShoppingCart\Services\CartService.cs,"['Long Parameter List', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.StorageAmazonS3\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.StorageAzureBlob\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.StorageLocal\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\Controllers\TaxClassApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy', 'Feature Envy', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\Controllers\TaxRateApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy', 'Feature Envy', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\ViewModels\TaxClassForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\ViewModels\TaxRateForm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\ViewModels\TaxRateImport.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Areas\Tax\ViewModels\TaxRateImportForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\Models\TaxRate.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Tax\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Vendors\Areas\Vendors\Controllers\VendorApiController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Vendors\Areas\Vendors\ViewModels\VendorForm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Vendors\Areas\Vendors\ViewModels\VendorManager.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Vendors\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\Areas\WishList\Controllers\WishListController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Long Parameter List']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\Areas\WishList\ViewModels\AddToWishList.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\Areas\WishList\ViewModels\AddToWishListResult.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\Areas\WishList\ViewModels\ShareWishListForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\Areas\WishList\ViewModels\UpdateWishListItem.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\Areas\WishList\ViewModels\WishListItemVm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\Areas\WishList\ViewModels\WishListVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\Models\WishList.cs,['Cyclically-dependent Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.WishList\Services\WishListService.cs,['Magic Number']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Data\ICustomModelBuilder.cs,['Wide Hierarchy']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Data\IRepository.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Extensions\DictionaryExtensions.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Extensions\HttpClientExtensions.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Extensions\JsonExtensions.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Extensions\QueryableExtensions.cs,"['Unutilized Abstraction', 'Magic Number', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Helpers\CsvConverter.cs,"['Complex Method', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Helpers\ReflectionHelper.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Helpers\StringHelper.cs,"['Magic Number', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Localization\Culture.cs,['Cyclically-dependent Modularization']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Localization\LocalizedContentProperty.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Localization\Resource.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Models\EntityBase.cs,"['Unnecessary Abstraction', 'Wide Hierarchy']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Models\EntityBaseWithTypedId.cs,"['Unnecessary Abstraction', 'Broken Hierarchy']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Models\ExtendableObjectExtensions.cs,"['Complex Method', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Models\IEntityWithTypedId.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Models\IExtendableObject.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Modules\IModuleInitializer.cs,['Wide Hierarchy']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Modules\MissingModuleManifestException.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Modules\ModuleInfo.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Result.cs,"['Cyclic Hierarchy', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Tasks\Scheduling\SchedulerTasksExtensions.cs,"['Unutilized Abstraction', 'Long Identifier']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Web\HttpRequestExtentions.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Web\ModelBinders\InvariantDecimalModelBinderProvider.cs,['Long Statement']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Web\RazorViewToStringRenderer.cs,['Long Statement']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Web\SmartTable\Pagination.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Web\SmartTable\Search.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Web\SmartTable\SmartTableExtension.cs,"['Unutilized Abstraction', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Web\SmartTable\SmartTableParam.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Web\SmartTable\SmartTableResult.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Web\SmartTable\Sort.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Web\ThemeableViewLocationExpander.cs,"['Unutilized Abstraction', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.Infrastructure\Web\ViewComponentExtensions.cs,"['Unutilized Abstraction', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Extensions\ApplicationBuilderExtensions.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\Extensions\ServiceCollectionExtensions.cs,"['Unutilized Abstraction', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\IdentityServer\IdentityServerConfig.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\SimplCommerce.WebHost\MigrationSimplDbContextFactory.cs,['Unutilized Abstraction']
