File,Smell
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ActivityLog\Models\Activity.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ActivityLog\Models\MostViewEntityDto.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.ActivityLog\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Components\CategoryBreadcrumbViewComponent.cs,"['Unutilized Abstraction', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Components\CategoryMenuViewComponent.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Components\CategoryWidgetViewComponent.cs,"['Unutilized Abstraction', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Components\ProductWidgetViewComponent.cs,"['Unutilized Abstraction', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Components\SimpleProductWidgetViewComponent.cs,"['Unutilized Abstraction', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\BrandApiController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\BrandController.cs,"['Unutilized Abstraction', 'Duplicate Abstraction', 'Complex Method', 'Long Parameter List', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\CategoryApiController.cs,"['Unutilized Abstraction', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\CategoryController.cs,"['Unutilized Abstraction', 'Complex Method', 'Long Parameter List', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\CategoryTranslationApiController.cs,"['Unutilized Abstraction', 'Long Identifier', 'Long Identifier', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\CategoryWidgetApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\ProductApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Long Method', 'Complex Method', 'Complex Method', 'Complex Method', 'Long Parameter List', 'Long Identifier', 'Long Identifier', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Complex Conditional', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\ProductAttributeApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\ProductAttributeGroupApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\ProductCloneApiController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\ProductController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Long Parameter List', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\ProductOptionApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\ProductPriceApiController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\ProductTemplateApiController.cs,"['Unutilized Abstraction', 'Long Identifier', 'Long Identifier', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\ProductTranslationApiController.cs,"['Unutilized Abstraction', 'Long Identifier', 'Long Identifier', 'Long Statement', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\ProductWidgetApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\Controllers\SimpleProductWidgetApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\BrandVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\CategoryListItem.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\CategoryTranslationForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\CategoryWidgetComponentVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\CategoryWidgetForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\CategoryWidgetSettings.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\FilterBrand.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\FilterCategory.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\FilterOption.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\FilterPrice.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductAttributeFormVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductAttributeGroupFormVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductAttributeVm.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductCategoryForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductCloneFormVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductDetail.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductDetailAttribute.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductDetailCategory.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductDetailOption.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductDetailVariation.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductDetailVariationOption.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductLinkVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductListItem.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductMediaVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductOptionCombinationVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductOptionDisplay.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductOptionFormVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductOptionValueVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductOptionVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductPriceItemForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductTemplateFrom.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductTranslationForm.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductVariationVm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductWidgetComponentVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductWidgetForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductWidgetSetting.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductsByBrand.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\ProductsByCategory.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\SearchOption.cs,"['Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\SimpleProductWidgetComponentVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\SimpleProductWidgetForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Areas\Catalog\ViewModels\SimpleProductWidgetSetting.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Data\CatalogCustomModelBuilder.cs,"['Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\Brand.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\Category.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\Product.cs,['Cyclically-dependent Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\ProductAttribute.cs,"['Unnecessary Abstraction', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\ProductAttributeGroup.cs,"['Unnecessary Abstraction', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\ProductAttributeValue.cs,"['Unnecessary Abstraction', 'Broken Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\ProductCategory.cs,"['Broken Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\ProductLink.cs,"['Unnecessary Abstraction', 'Broken Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\ProductMedia.cs,"['Unnecessary Abstraction', 'Broken Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\ProductOptionCombination.cs,"['Broken Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\ProductOptionValue.cs,"['Broken Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\ProductPriceHistory.cs,"['Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\ProductTemplate.cs,"['Long Identifier', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Models\ProductTemplateProductAttribute.cs,"['Unnecessary Abstraction', 'Cyclically-dependent Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Services\IProductPricingService.cs,['Long Parameter List']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Catalog\Services\ProductPricingService.cs,"['Long Parameter List', 'Long Statement', 'Long Statement', 'Magic Number', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\Controllers\CheckoutController.cs,"['Unutilized Abstraction', 'Long Parameter List', 'Long Statement', 'Complex Conditional']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\AddressFormVm.cs,"['Broken Hierarchy', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\CartItemToCheckoutVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\CheckoutFormVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\CheckoutItemWithTaxVm.cs,"['Unnecessary Abstraction', 'Deficient Encapsulation']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\CheckoutTaxAndShippingPriceVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\ShippingAddressVm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Areas\Checkouts\ViewModels\TaxAndShippingPriceRequestVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Models\Checkout.cs,['Cyclically-dependent Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Models\CheckoutItem.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Checkouts\Services\CheckoutService.cs,"['Long Parameter List', 'Long Statement', 'Long Statement', 'Long Statement', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Components\CarouselWidgetViewComponent.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Components\MenuViewComponent.cs,"['Unutilized Abstraction', 'Long Identifier', 'Long Identifier', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Components\SpaceBarWidgetViewComponent.cs,"['Unutilized Abstraction', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\CarouselWidgetApiController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\HtmlWidgetApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\MenuApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy', 'Feature Envy', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\PageApiController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\PageController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\PageTranslationApiController.cs,"['Unutilized Abstraction', 'Long Identifier', 'Long Identifier']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\Controllers\SpaceBarWidgetApiContorller.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\CarouselWidgetForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\CarouselWidgetItemForm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\CarouselWidgetViewComponentItemVm.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\CarouselWidgetViewComponentVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\HtmlWidgetForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\MenuForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\MenuItemForm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\PageTranslationForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\PageVm.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\SpaceBarWidgetComponentVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\SpaceBarWidgetForm.cs,"['Unnecessary Abstraction', 'Deficient Encapsulation']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Areas\Cms\ViewModels\SpaceBarWidgetSetting.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Data\CmsCustomModelBuilder.cs,"['Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Events\EntityDeletingHandler.cs,['Feature Envy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Models\Menu.cs,['Cyclically-dependent Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Models\MenuItem.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\Models\Page.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Cms\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\Components\CommentViewComponent.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\Controllers\CommentApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Complex Method', 'Magic Number', 'Magic Number']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\Controllers\CommentController.cs,"['Unutilized Abstraction', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\ViewModels\CommentForm.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\ViewModels\CommentItem.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Areas\Comments\ViewModels\CommentVm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Data\CommentModelBuilder.cs,['Long Statement']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\Models\CommentListItemDto.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Comments\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactApiController.cs,"['Unutilized Abstraction', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactAreaApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactAreaTranslationApiController.cs,"['Unutilized Abstraction', 'Long Identifier', 'Long Identifier']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\Controllers\ContactController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\ViewModels\CompanyInformation.cs,"['Unnecessary Abstraction', 'Broken Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\ViewModels\ContactAreaForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\ViewModels\ContactAreaTranslationForm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\ViewModels\ContactAreaVm.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\ViewModels\ContactForm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Areas\Contacts\ViewModels\ContactVm.cs,['Broken Modularization']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\Models\ContactArea.cs,['Unnecessary Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Contacts\ModuleInitializer.cs,['Rebellious Hierarchy']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Core\Areas\Core\Components\DefaultShippingAddressViewComponent.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Core\Areas\Core\Controllers\AccountController.cs,"['Unutilized Abstraction', 'Long Parameter List', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Insufficient Modularization']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Core\Areas\Core\Controllers\AppSettingApiController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Core\Areas\Core\Controllers\CommonApiController.cs,"['Unutilized Abstraction', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Core\Areas\Core\Controllers\CountryApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy', 'Feature Envy', 'Long Statement']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Core\Areas\Core\Controllers\CustomerGroupApiController.cs,"['Unutilized Abstraction', 'Feature Envy', 'Feature Envy', 'Feature Envy']"
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Core\Areas\Core\Controllers\DashboardController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Core\Areas\Core\Controllers\DistrictApiController.cs,['Unutilized Abstraction']
DesigniteProjects\SimplCommerce\src\Modules\SimplCommerce.Module.Core\Areas\Core\Controllers\EntityApiController.cs,['Unutilized Abstraction']
