Project,Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Terminal.Gui,Strings,2,1,201,0,0,1832,1,0,0,0,0,0
Terminal.Gui,ITextValidateProvider,0,8,4,0,0,50,8,0,0,-1,0,3
Terminal.Gui,NetMaskedTextProvider,1,9,5,0,9,104,14,0,0,0.330000013,1,0
Terminal.Gui,TextRegexProvider,3,12,6,0,9,116,19,0,0,0.5,1,0
Terminal.Gui,TextValidateField,3,12,3,0,4,294,29,0,0,0,1,0
