Project,Method,LOC,CC,PC
greenshot,OngetSpacesOperationCompleted,6,2,1
greenshot,getPages,6,1,2
greenshot,getPagesAsync,3,1,2
greenshot,getPagesAsync,8,2,3
greenshot,OngetPagesOperationCompleted,6,2,1
greenshot,CancelAsync,3,1,1
greenshot,IsLocalFileSystemWebService,12,3,1
greenshot,searchCompletedEventArgs,3,1,4
greenshot,getSpaceCompletedEventArgs,3,1,4
greenshot,getChildrenCompletedEventArgs,3,1,4
greenshot,loginCompletedEventArgs,3,1,4
greenshot,getPageCompletedEventArgs,3,1,4
greenshot,getPage1CompletedEventArgs,3,1,4
greenshot,logoutCompletedEventArgs,3,1,4
greenshot,addAttachmentCompletedEventArgs,3,1,4
greenshot,addAttachment1CompletedEventArgs,3,1,4
greenshot,getSpacesCompletedEventArgs,3,1,4
greenshot,getPagesCompletedEventArgs,3,1,4
greenshot,CreateInstance,4,1,2
greenshot,GetPropertyValue,3,1,3
greenshot,SetPropertyValue,3,1,4
greenshot,CreateDelegate,6,1,3
greenshot,AddEventHandler,3,1,3
greenshot,CreateAsync,0,1,2
greenshot,CreateKey,3,1,1
greenshot,GetOrCreateAsync,4,1,2
greenshot,GetOrCreateInternalAsync,58,6,3
greenshot,RemovedCallback,8,2,1
greenshot,UpdateCallback,3,1,1
greenshot,IssueTypeBitmapCache,5,1,1
greenshot,CreateKey,3,1,1
greenshot,CreateAsync,3,1,2
greenshot,JiraConnector,14,1,0
greenshot,Dispose,7,2,0
greenshot,JiraConnector,3,1,0
greenshot,DoLoginAsync,36,2,3
greenshot,LoginAsync,42,4,1
greenshot,Logout,5,2,0
greenshot,CheckCredentialsAsync,6,2,1
greenshot,GetFavoriteFiltersAsync,4,1,1
greenshot,GetIssueAsync,11,1,2
greenshot,AttachAsync,7,1,3
greenshot,AddCommentAsync,4,1,4
greenshot,SearchAsync,8,1,2
greenshot,GetIssueTypeBitmapAsync,3,1,2
greenshot,JiraDestination,3,1,1
greenshot,DynamicDestinations,11,3,0
greenshot,ExportCapture,54,3,3
greenshot,JiraDetails,3,1,0
greenshot,CompareTo,3,1,1
greenshot,JiraMonitor,4,1,1
greenshot,Dispose,4,1,0
greenshot,Dispose,9,2,1
greenshot,GetJiraClientForKey,3,1,1
greenshot,AddJiraInstanceAsync,14,4,2
greenshot,DetectedNewJiraIssueAsync,20,2,1
greenshot,MonitorTitleChangeEvent,57,6,1
greenshot,Dispose,4,1,0
greenshot,Dispose,5,2,1
greenshot,Initialize,34,6,0
greenshot,Shutdown,5,1,0
greenshot,Configure,16,4,0
greenshot,ShowConfigDialog,9,2,0
greenshot,GetLogger,3,1,1
greenshot,Write,37,10,3
greenshot,WriteLine,3,1,3
greenshot,IsLogLevelEnabled,18,5,2
greenshot,JiraForm,13,1,1
greenshot,OnLoad,32,6,2
greenshot,InitializeComponentText,5,1,0
greenshot,ChangeModus,6,1,1
greenshot,SetFilename,3,1,1
greenshot,GetJiraIssue,3,1,0
greenshot,UploadAsync,8,2,1
greenshot,JiraFilterBox_SelectedIndexChanged,77,8,2
greenshot,JiraListView_SelectedIndexChanged,12,2,2
greenshot,JiraListView_ColumnClick,16,2,2
greenshot,JiraKeyTextChanged,13,3,2
greenshot,Dispose,6,2,1
greenshot,InitializeComponent,160,1,0
greenshot,SettingsForm,8,1,0
greenshot,Dispose,8,3,1
greenshot,InitializeComponent,90,1,0
greenshot,Create,7,2,1
greenshot,DisposableComImplementation,3,1,1
greenshot,Dispose,4,1,0
greenshot,Dispose,14,3,1
greenshot,ClassIdFromProgId,7,2,1
greenshot,CLSIDFromProgID,0,1,2
greenshot,GetActiveObject,7,2,1
greenshot,GetActiveObject,4,1,1
greenshot,GetActiveObject,0,1,3
greenshot,ExcelDestination,11,2,0
greenshot,ExcelDestination,2,1,0
greenshot,ExcelDestination,3,1,1
greenshot,DynamicDestinations,6,2,0
greenshot,ExportCapture,26,4,3
greenshot,OneNoteDestination,11,2,0
greenshot,OneNoteDestination,2,1,0
greenshot,OneNoteDestination,3,1,1
greenshot,DynamicDestinations,6,2,0
greenshot,ExportCapture,28,2,3
greenshot,OutlookDestination,19,4,0
greenshot,GetOutlookExePath,0,1,0
greenshot,HasOutlook,8,2,0
greenshot,OutlookDestination,2,1,0
greenshot,OutlookDestination,4,1,2
greenshot,DynamicDestinations,10,3,0
greenshot,ExportCapture,59,8,3
greenshot,PowerpointDestination,11,2,0
greenshot,PowerpointDestination,2,1,0
greenshot,PowerpointDestination,3,1,1
greenshot,DynamicDestinations,6,2,0
greenshot,ExportCapture,40,7,3
greenshot,WordDestination,7,2,0
greenshot,WordDestination,2,1,0
greenshot,WordDestination,3,1,1
greenshot,DynamicDestinations,6,2,0
greenshot,ExportCapture,72,6,3
greenshot,Dispose,4,1,0
greenshot,Dispose,3,1,1
greenshot,Destinations,63,6,0
greenshot,Initialize,4,1,0
greenshot,Shutdown,3,1,0
greenshot,Configure,3,1,0
greenshot,GetExcelApplication,17,2,0
greenshot,GetOrCreateExcelApplication,9,2,0
greenshot,GetWorkbooks,16,4,0
greenshot,InitializeVariables,11,3,1
greenshot,InsertIntoExistingWorkbook,16,4,3
greenshot,InsertIntoExistingWorkbook,25,4,3
greenshot,InsertIntoNewWorkbook,11,2,2
greenshot,ExportToNewPage,15,2,1
greenshot,ExportToPage,4,1,2
greenshot,ExportToPage,23,2,3
greenshot,GetOneNoteApplication,13,1,0
greenshot,GetOrCreateOneNoteApplication,8,2,0
greenshot,GetPages,103,11,0
greenshot,GetSectionId,43,6,2
greenshot,ExportToInspector,103,16,3
greenshot,ExportToInspector,177,18,6
greenshot,ExportToNewEmail,123,13,9
greenshot,ExportToOutlook,20,2,8
greenshot,GetOrCreateOutlookApplication,9,2,0
greenshot,GetOutlookApplication,17,2,0
greenshot,GetOutlookSignature,50,9,1
greenshot,InitializeVariables,28,4,1
greenshot,RetrievePossibleTargets,97,17,0
greenshot,AddPictureToPresentation,118,8,4
greenshot,ExportToPresentation,33,5,4
greenshot,GetOrCreatePowerPointApplication,9,2,0
greenshot,GetPowerPointApplication,17,2,0
greenshot,GetPowerpointPresentations,29,7,0
greenshot,InitializeVariables,11,3,1
greenshot,InsertIntoNewPresentation,23,2,3
greenshot,IsAfter2003,3,1,0
greenshot,AddPictureToSelection,12,2,2
greenshot,GetOrCreateWordApplication,9,2,0
greenshot,GetWordApplication,17,2,0
greenshot,GetWordDocuments,25,6,0
greenshot,InitializeVariables,11,3,1
greenshot,InsertIntoExistingDocument,20,4,2
greenshot,InsertIntoExistingDocument,79,4,5
greenshot,InsertIntoNewDocument,60,4,3
greenshot,IsAfter2003,3,1,0
greenshot,Win10OcrDestination,7,2,0
greenshot,ExportCapture,27,3,3
greenshot,ExportCapture,62,2,3
greenshot,Share,114,1,4
greenshot,GetInputStreamAt,4,1,1
greenshot,GetOutputStreamAt,4,1,1
greenshot,CloneStream,5,1,0
greenshot,Seek,3,1,1
greenshot,ReadAsync,4,1,3
greenshot,FlushAsync,4,1,0
greenshot,WriteAsync,4,1,1
greenshot,DataTransferManagerHelper,14,2,1
greenshot,ShowShareUi,11,2,0
greenshot,GetForWindow,0,1,3
greenshot,ShowShareUIForWindow,0,1,1
greenshot,ProcessCapture,26,6,2
greenshot,ToastNotificationService,27,4,0
greenshot,ShowMessage,79,3,4
greenshot,ToastOnFailed,4,1,2
greenshot,ShowWarningMessage,3,1,4
greenshot,ShowErrorMessage,3,1,4
greenshot,ShowInfoMessage,3,1,4
greenshot,Create,8,2,0
greenshot,Win10OcrProvider,7,2,0
greenshot,DoOcrAsync,42,4,1
greenshot,DoOcrAsync,11,1,1
greenshot,DoOcrAsync,11,2,1
greenshot,CreateOcrInformation,21,3,1
greenshot,Dispose,3,1,0
greenshot,Configure,3,1,0
greenshot,Initialize,17,2,0
greenshot,Shutdown,3,1,0
greenshot,AfterLoad,8,2,0
greenshot,CreateField,32,4,3
greenshot,UpdateLastFieldValue,14,2,1
greenshot,ResetEditorPlacement,7,1,0
greenshot,GetEditorPlacement,9,1,0
greenshot,SetEditorPlacement,7,1,1
greenshot,BindableToolStripButton,3,1,0
greenshot,BindableToolStripButton_CheckedChanged,3,1,2
greenshot,BindableToolStripComboBox,3,1,0
greenshot,BindableToolStripComboBox_SelectedIndexChanged,3,1,2
greenshot,OnDropDownItemClicked,10,2,1
greenshot,AdoptFromTag,16,4,1
greenshot,ColorButton,3,1,0
greenshot,ColorButtonClick,18,3,2
greenshot,CustomToolStripProfessionalRenderer,3,1,0
greenshot,OnRenderToolStripBorder,3,1,1
greenshot,FontFamilyComboBox,10,2,0
greenshot,ComboBox_DrawItem,47,8,2
greenshot,DrawText,9,1,5
greenshot,BindableToolStripComboBox_SelectedIndexChanged,7,2,2
greenshot,WndProc,8,2,1
greenshot,ScrollToControl,5,1,1
greenshot,OnMouseWheel,25,3,1
greenshot,Pipette,9,1,0
greenshot,CreateCursor,8,1,3
greenshot,Dispose,3,1,0
greenshot,Dispose,13,3,1
greenshot,OnMouseDown,8,2,1
greenshot,OnMouseUp,9,2,1
greenshot,OnMouseMove,9,2,1
greenshot,OnMouseCaptureChanged,19,2,1
greenshot,PreFilterMessage,13,4,1
greenshot,PipetteUsedArgs,3,1,1
greenshot,ToolStripColorButton,3,1,0
greenshot,ColorButtonClick,18,3,2
greenshot,WndProc,7,2,1
greenshot,ToolStripNumericUpDown,2,1,0
greenshot,OnSubscribeControlEvents,4,1,1
greenshot,OnUnsubscribeControlEvents,4,1,1
greenshot,_valueChanged,3,1,2
greenshot,EditorDestination,3,1,0
greenshot,EditorDestination,3,1,1
greenshot,DynamicDestinations,6,2,0
greenshot,ExportCapture,60,7,3
greenshot,AbstractAdorner,4,1,1
greenshot,HitTest,4,1,1
greenshot,MouseDown,2,1,2
greenshot,MouseMove,2,1,2
greenshot,MouseUp,3,1,2
greenshot,AdjustToDpi,3,1,1
greenshot,Paint,19,1,1
greenshot,Transform,2,1,1
greenshot,MoveAdorner,3,1,2
greenshot,MouseDown,5,1,2
greenshot,MouseMove,15,2,2
greenshot,ResizeAdorner,3,1,2
greenshot,MouseDown,5,1,2
greenshot,MouseMove,16,2,2
greenshot,TargetAdorner,5,1,4
greenshot,MouseDown,3,1,2
greenshot,MouseMove,32,7,2
greenshot,Transform,12,2,1
greenshot,ArrowContainer,2,1,1
greenshot,InitializeFields,8,1,0
greenshot,Draw,35,4,2
greenshot,SetArrowHeads,10,3,2
greenshot,ClickableAt,15,2,2
greenshot,CropContainer,3,1,1
greenshot,OnDeserialized,4,1,1
greenshot,Init,20,3,0
greenshot,InitHorizontalCropOutStyle,8,2,0
greenshot,InitVerticalCropOutStyle,8,2,0
greenshot,CreateTopBottomAdorners,4,1,0
greenshot,CreateLeftRightAdorners,4,1,0
greenshot,InitializeFields,4,1,0
greenshot,Invalidate,3,1,0
greenshot,Draw,36,3,2
greenshot,HandleMouseDown,10,1,2
greenshot,HandleMouseMove,39,5,2
greenshot,CursorContainer,3,1,1
greenshot,OnDeserialized,4,1,1
greenshot,Init,3,1,0
greenshot,CursorContainer,3,1,2
greenshot,Dispose,11,3,1
greenshot,Load,9,2,1
greenshot,Draw,11,2,2
greenshot,OnDeserializedInit,4,1,1
greenshot,OnDeserialized,2,1,1
greenshot,Dispose,4,1,0
greenshot,Dispose,7,2,1
greenshot,ApplyBounds,6,1,1
greenshot,DrawableContainer,4,1,1
greenshot,Add,3,1,1
greenshot,Remove,3,1,1
greenshot,Round,5,3,1
greenshot,Invalidate,6,2,0
greenshot,InitContent,3,1,0
greenshot,OnDoubleClick,2,1,0
greenshot,InitTargetAdorner,4,1,1
greenshot,CreateDefaultAdorners,15,2,0
greenshot,Draw,0,1,2
greenshot,DrawContent,37,7,4
greenshot,AdjustToDpi,6,2,1
greenshot,AddContextMenuItems,3,1,3
greenshot,Contains,3,1,2
greenshot,ClickableAt,5,1,2
greenshot,DrawSelectionBorder,11,1,2
greenshot,MakeBoundsChangeUndoable,7,2,1
greenshot,MoveBy,4,1,2
greenshot,HandleMouseDown,6,1,2
greenshot,HandleMouseMove,11,1,2
greenshot,HandleMouseUp,2,1,2
greenshot,SwitchParent,12,3,1
greenshot,OnPropertyChanged,5,2,1
greenshot,BeforeFieldChange,7,2,2
greenshot,HandleFieldChanged,7,2,2
greenshot,CalculateScaleY,3,1,1
greenshot,CalculateScaleX,3,1,1
greenshot,CalculateAngle,6,1,1
greenshot,Transform,17,2,1
greenshot,GetAngleRoundProcessor,3,1,0
greenshot,InitializeFields,2,1,0
greenshot,DrawableContainerList,2,1,0
greenshot,DrawableContainerList,3,1,1
greenshot,DrawableContainerList,3,1,1
greenshot,AsIDrawableContainerList,8,2,0
greenshot,MakeBoundsChangeUndoable,12,3,1
greenshot,Transform,17,3,1
greenshot,MoveBy,19,3,2
greenshot,ClickableAt,8,2,2
greenshot,ClickableElementAt,10,3,2
greenshot,OnDoubleClick,7,2,0
greenshot,HasIntersectingFilters,10,3,1
greenshot,IntersectsWith,10,3,1
greenshot,Draw,18,5,4
greenshot,HandleFieldChangedEvent,7,2,2
greenshot,Invalidate,12,3,0
greenshot,CanPullUp,14,4,1
greenshot,PullElementsUp,14,4,1
greenshot,PullElementsToTop,13,3,1
greenshot,SetForegroundColor,11,4,1
greenshot,SetBackgroundColor,10,4,1
greenshot,IncreaseLineThickness,15,4,1
greenshot,FlipShadow,15,4,0
greenshot,CanPushDown,14,4,1
greenshot,PushElementsDown,14,4,1
greenshot,PushElementsToBottom,14,3,1
greenshot,SwapElements,8,2,2
greenshot,AddContextMenuItems,108,5,3
greenshot,ShowContextMenu,26,6,2
greenshot,Dispose,11,4,1
greenshot,Dispose,4,1,0
greenshot,AdjustToDpi,6,2,1
greenshot,EllipseContainer,3,1,1
greenshot,OnDeserialized,4,1,1
greenshot,Init,3,1,0
greenshot,InitializeFields,6,1,0
greenshot,Draw,12,1,2
greenshot,DrawEllipse,33,5,7
greenshot,Contains,3,1,2
greenshot,EllipseContains,6,1,3
greenshot,ClickableAt,6,1,2
greenshot,EllipseClickableAt,19,4,5
greenshot,FilterContainer,3,1,1
greenshot,OnDeserialized,4,1,1
greenshot,Init,3,1,0
greenshot,InitializeFields,5,1,0
greenshot,Draw,33,5,2
greenshot,FreehandContainer,6,1,1
greenshot,InitializeFields,4,1,0
greenshot,Transform,7,1,1
greenshot,OnDeserialized,3,1,1
greenshot,Dispose,8,2,1
greenshot,HandleMouseDown,5,1,2
greenshot,HandleMouseMove,18,3,2
greenshot,HandleMouseUp,8,2,2
greenshot,RecalculatePath,27,4,0
greenshot,Draw,34,4,2
greenshot,DrawSelectionBorder,15,1,3
greenshot,Equals,12,3,1
greenshot,GetHashCode,3,1,0
greenshot,ClickableAt,13,2,2
greenshot,HighlightContainer,3,1,1
greenshot,InitializeFields,4,1,0
greenshot,OnDeserialized,3,1,1
greenshot,Init,5,1,0
greenshot,HighlightContainer_OnFieldChanged,10,3,2
greenshot,ConfigurePreparedFilters,35,5,0
greenshot,IconContainer,3,1,1
greenshot,OnDeserialized,4,1,1
greenshot,Init,3,1,0
greenshot,IconContainer,3,1,2
greenshot,IconContainer,3,1,2
greenshot,Dispose,8,2,1
greenshot,Load,9,2,1
greenshot,Load,9,2,1
greenshot,Draw,11,2,2
greenshot,ImageContainer,3,1,2
greenshot,ImageContainer,4,1,1
greenshot,OnDeserialized,4,1,1
greenshot,Init,3,1,0
greenshot,InitializeFields,3,1,0
greenshot,BitmapContainer_OnFieldChanged,10,3,2
greenshot,ChangeShadowField,21,3,0
greenshot,Dispose,8,2,1
greenshot,DisposeImage,4,1,0
greenshot,DisposeShadow,4,1,0
greenshot,Transform,15,2,1
greenshot,Load,14,2,1
greenshot,CheckShadow,8,2,1
greenshot,Draw,20,3,2
greenshot,LineContainer,3,1,1
greenshot,InitializeFields,5,1,0
greenshot,OnDeserialized,3,1,1
greenshot,Init,4,1,0
greenshot,Draw,31,4,2
greenshot,ClickableAt,14,2,2
greenshot,GetAngleRoundProcessor,3,1,0
greenshot,MetafileContainer,4,1,2
greenshot,ComputeBitmap,18,2,0
greenshot,Dispose,8,2,1
greenshot,ObfuscateContainer,3,1,1
greenshot,InitializeFields,4,1,0
greenshot,OnDeserialized,3,1,1
greenshot,Init,5,1,0
greenshot,ObfuscateContainer_OnFieldChanged,9,3,2
greenshot,ConfigurePreparedFilters,16,3,0
greenshot,RectangleContainer,3,1,1
greenshot,OnDeserialized,4,1,1
greenshot,Init,3,1,0
greenshot,InitializeFields,6,1,0
greenshot,Draw,8,1,2
greenshot,DrawRectangle,42,5,7
greenshot,ClickableAt,6,1,2
greenshot,RectangleClickableAt,19,4,5
greenshot,SetValuesOnSerializing,6,2,1
greenshot,OnDeserialized,4,1,1
greenshot,SpeechbubbleContainer,2,1,1
greenshot,InitializeFields,12,1,0
greenshot,HandleMouseDown,8,2,2
greenshot,HandleMouseMove,16,2,2
greenshot,CreateBubble,26,2,1
greenshot,CreateTail,20,1,0
greenshot,Draw,96,8,2
greenshot,Contains,28,5,2
greenshot,ClickableAt,3,1,2
greenshot,Transform,9,1,1
greenshot,StepLabelContainer,5,1,1
greenshot,Init,3,1,0
greenshot,SetValuesOnSerializing,5,2,1
greenshot,OnDeserialized,8,1,1
greenshot,SwitchParent,15,3,1
greenshot,InitContent,9,1,0
greenshot,HandleMouseDown,3,1,2
greenshot,InitializeFields,5,1,0
greenshot,Dispose,14,3,1
greenshot,HandleMouseMove,7,1,2
greenshot,Draw,23,2,2
greenshot,ClickableAt,9,2,2
greenshot,AddStepLabel,6,2,1
greenshot,RemoveStepLabel,3,1,1
greenshot,CountStepLabels,17,4,1
greenshot,UpdateSize,4,1,0
greenshot,RemoveCursor,4,1,0
greenshot,AdjustToDpi,7,2,1
greenshot,Surface,25,1,0
greenshot,SetImage,12,2,2
greenshot,Surface,4,1,1
greenshot,Surface,19,3,1
greenshot,Dispose,47,9,1
greenshot,Undo,9,2,0
greenshot,Redo,9,2,0
greenshot,MakeUndoable,27,6,2
greenshot,SaveElementsToStream,16,1,1
greenshot,LoadElementsFromStream,23,1,1
greenshot,CreateUndrawnElement,55,15,0
greenshot,AddImageContainer,10,1,3
greenshot,AddImageContainer,8,1,3
greenshot,AddIconContainer,10,1,3
greenshot,AddIconContainer,8,1,3
greenshot,AddCursorContainer,10,1,3
greenshot,AddCursorContainer,8,1,3
greenshot,AddTextContainer,22,1,11
greenshot,OnDragEnter,26,5,2
greenshot,FitContainer,15,3,1
greenshot,OnDragDrop,29,5,2
greenshot,AutoCrop,27,2,1
greenshot,Clear,9,2,1
greenshot,ApplyBitmapEffect,34,3,1
greenshot,IsCropPossible,45,8,2
greenshot,SendMessageEvent,11,2,3
greenshot,UpdateForegroundColorEvent,9,2,2
greenshot,UpdateBackgroundColorEvent,9,2,2
greenshot,UpdateLineThicknessEvent,9,2,2
greenshot,UpdateShadowEvent,9,2,2
greenshot,ApplyCrop,35,3,1
greenshot,ApplyHorizontalCrop,50,5,1
greenshot,ApplyVerticalCrop,50,5,1
greenshot,UndoBackgroundChange,10,2,2
greenshot,FindActiveAdorner,18,5,1
greenshot,InverseZoomMouseCoordinates,0,1,1
greenshot,SurfaceMouseDown,97,14,2
greenshot,SurfaceMouseUp,86,13,2
greenshot,SurfaceMouseMove,58,8,2
greenshot,SurfaceDoubleClick,4,1,2
greenshot,GetImage,16,1,1
greenshot,GetImageForExport,3,1,0
greenshot,ZoomClipRectangle,14,2,3
greenshot,InvalidateElements,0,1,1
greenshot,SurfacePaint,106,14,2
greenshot,DrawSmoothImage,11,1,3
greenshot,DrawSharpImage,11,1,3
greenshot,DrawBackground,11,2,2
greenshot,OnPaintBackground,2,1,1
greenshot,AddElement,31,6,3
greenshot,RemoveElements,32,5,2
greenshot,RemoveElement,26,5,4
greenshot,AddElements,24,4,2
greenshot,RemoveSelectedElements,11,3,0
greenshot,CutSelectedElements,5,2,0
greenshot,CopySelectedElements,4,2,0
greenshot,Confirm,10,2,1
greenshot,ConfirmSelectedConfirmableElements,11,2,1
greenshot,ConfirmCrop,28,3,1
greenshot,RemoveCropContainer,7,2,0
greenshot,PasteElementFromClipboard,127,20,0
greenshot,GetPasteLocation,13,2,2
greenshot,GetVisibleRectangle,10,1,0
greenshot,GetSelectionRectangle,0,1,0
greenshot,DuplicateSelectedElements,9,1,0
greenshot,DeselectElement,13,2,2
greenshot,DeselectElements,23,4,1
greenshot,DeselectAllElements,3,1,0
greenshot,SelectElement,20,4,3
greenshot,SelectAllElements,3,1,0
greenshot,SelectElements,20,3,1
greenshot,ProcessCmdKey,109,26,1
greenshot,SetSelectedElementColor,13,2,3
greenshot,ChangeLineThickness,5,1,1
greenshot,FlipShadow,5,1,0
greenshot,PullElementsUp,4,1,0
greenshot,PullElementsToTop,4,1,0
greenshot,PushElementsDown,4,1,0
greenshot,PushElementsToBottom,4,1,0
greenshot,CanPullSelectionUp,3,1,0
greenshot,CanPushSelectionDown,3,1,0
greenshot,Element_FieldChanged,3,1,2
greenshot,IsOnSurface,3,1,1
greenshot,ToSurfaceCoordinates,8,1,1
greenshot,ToSurfaceCoordinates,18,2,1
greenshot,ToImageCoordinates,8,1,1
greenshot,ToImageCoordinates,18,2,1
greenshot,SvgContainer,6,1,2
greenshot,Init,10,2,0
greenshot,ComputeBitmap,11,2,0
greenshot,ChangeText,10,3,2
greenshot,TextContainer,3,1,1
greenshot,InitializeFields,12,1,0
greenshot,OnDeserialized,4,1,1
greenshot,Dispose,21,5,1
greenshot,Init,11,1,0
greenshot,SwitchParent,11,3,1
greenshot,Parent_SizeChanged,4,1,2
greenshot,ApplyBounds,4,1,1
greenshot,Invalidate,7,2,0
greenshot,FitToText,6,1,0
greenshot,TextContainer_PropertyChanged,32,8,2
greenshot,TextContainer_FieldChanged,29,6,2
greenshot,OnDoubleClick,3,1,0
greenshot,CreateTextBox,15,1,0
greenshot,ShowTextBox,13,3,0
greenshot,EnsureTextBoxContrast,15,3,0
greenshot,HideTextBox,13,3,0
greenshot,Transform,13,1,1
greenshot,CreateFont,37,7,4
greenshot,UpdateFormat,39,2,0
greenshot,UpdateAlignment,4,1,0
greenshot,UpdateTextBoxFont,15,2,0
greenshot,UpdateTextBoxPosition,24,4,0
greenshot,UpdateTextBoxFormat,21,4,0
greenshot,textBox_KeyDown,29,6,2
greenshot,TextBox_LostFocus,5,1,2
greenshot,Draw,24,3,2
greenshot,DrawText,47,6,8
greenshot,ClickableAt,4,1,2
greenshot,VectorGraphicsContainer,3,1,1
greenshot,OnDeserialized,4,1,1
greenshot,Init,11,2,0
greenshot,Dispose,7,2,1
greenshot,Transform,6,1,1
greenshot,Draw,17,3,2
greenshot,ComputeBitmap,0,1,0
greenshot,ResetCachedBitmap,4,1,0
greenshot,OnDeserialized,9,2,1
greenshot,AddField,3,1,3
greenshot,AddField,17,4,1
greenshot,RemoveField,6,1,1
greenshot,GetFields,3,1,0
greenshot,GetField,10,1,1
greenshot,GetFieldValue,3,1,1
greenshot,GetFieldValueAsString,3,1,1
greenshot,GetFieldValueAsInt,3,1,1
greenshot,GetFieldValueAsDecimal,3,1,1
greenshot,GetFieldValueAsDouble,3,1,1
greenshot,GetFieldValueAsFloat,3,1,1
greenshot,GetFieldValueAsBool,3,1,1
greenshot,GetFieldValueAsColor,3,1,2
greenshot,HasField,3,1,1
greenshot,HasFieldValue,3,1,1
greenshot,SetFieldValue,10,1,2
greenshot,OnFieldChanged,3,1,2
greenshot,AbstractFieldHolderWithChildren,3,1,0
greenshot,OnDeserialized,8,2,1
greenshot,AddChild,5,1,1
greenshot,RemoveChild,5,1,1
greenshot,GetFields,9,2,0
greenshot,GetField,23,5,1
greenshot,HasField,15,4,1
greenshot,HasFieldValue,4,1,1
greenshot,SetFieldValue,4,2,2
greenshot,Field,4,1,2
greenshot,Field,4,1,2
greenshot,Field,3,1,1
greenshot,Clone,6,1,0
greenshot,GetHashCode,10,1,0
greenshot,Equals,7,2,1
greenshot,ToString,3,1,0
greenshot,FieldAggregator,11,2,1
greenshot,AddField,4,1,1
greenshot,BindElements,6,2,1
greenshot,BindElement,9,2,1
greenshot,BindAndUpdateElement,4,1,1
greenshot,UpdateElement,16,4,1
greenshot,UnbindElement,5,2,1
greenshot,Clear,5,1,0
greenshot,ClearFields,8,2,0
greenshot,UpdateFromBoundElements,9,2,0
greenshot,FindCommonFields,29,8,0
greenshot,OwnPropertyChanged,21,4,2
greenshot,FieldType,3,1,1
greenshot,ToString,3,1,0
greenshot,GetHashCode,9,1,0
greenshot,Equals,8,2,1
greenshot,convert,15,4,1
greenshot,convert,0,1,1
greenshot,convert,0,1,1
greenshot,BidirectionalBinding,8,1,4
greenshot,BidirectionalBinding,3,1,5
greenshot,BidirectionalBinding,3,1,5
greenshot,BidirectionalBinding,3,1,6
greenshot,ControlPropertyChanged,8,2,2
greenshot,FieldPropertyChanged,8,2,2
greenshot,Synchronize,25,4,4
greenshot,ResolvePropertyInfo,14,3,2
greenshot,DecimalDoublePercentageConverter,2,1,0
greenshot,convert,3,1,1
greenshot,convert,3,1,1
greenshot,GetInstance,3,1,0
greenshot,DecimalFloatConverter,2,1,0
greenshot,convert,3,1,1
greenshot,convert,3,1,1
greenshot,GetInstance,3,1,0
greenshot,DecimalIntConverter,2,1,0
greenshot,convert,3,1,1
greenshot,convert,3,1,1
greenshot,GetInstance,3,1,0
greenshot,convert,0,1,1
greenshot,validate,0,1,1
greenshot,NotNullValidator,2,1,0
greenshot,validate,3,1,1
greenshot,GetInstance,3,1,0
greenshot,AbstractFilter,3,1,1
greenshot,GetParent,3,1,0
greenshot,Apply,0,1,4
greenshot,OnPropertyChanged,3,1,1
greenshot,BlurFilter,4,1,1
greenshot,Apply,25,4,4
greenshot,BrightnessFilter,3,1,1
greenshot,Apply,20,3,4
greenshot,GrayscaleFilter,2,1,1
greenshot,Apply,43,3,4
greenshot,HighlightFilter,3,1,1
greenshot,Apply,29,5,4
greenshot,Apply,0,1,4
greenshot,GetParent,0,1,0
greenshot,MagnifierFilter,3,1,1
greenshot,Apply,26,3,4
greenshot,PixelizationFilter,3,1,1
greenshot,Apply,58,14,4
greenshot,Initialize,18,1,0
greenshot,PriorityFor,3,1,2
greenshot,TrySaveToStream,0,1,5
greenshot,TryLoadFromStream,0,1,3
greenshot,LoadDrawablesFromStream,10,2,3
greenshot,DefaultFileFormatHandler,5,1,0
greenshot,TrySaveToStream,63,4,5
greenshot,TryLoadFromStream,14,1,3
greenshot,DibFileFormatHandler,5,1,0
greenshot,TrySaveToStream,5,1,5
greenshot,TryLoadFromStream,53,2,3
greenshot,ConvertToDib,78,5,1
greenshot,GreenshotFileFormatHandler,5,1,0
greenshot,TrySaveToStream,24,2,5
greenshot,TryLoadFromStream,14,1,3
greenshot,LoadSurface,35,3,1
greenshot,IconFileFormatHandler,5,1,0
greenshot,TrySaveToStream,80,7,5
greenshot,TryLoadFromStream,33,2,3
greenshot,ExtractVistaIcon,30,3,1
greenshot,MetaFileFormatHandler,4,1,0
greenshot,TrySaveToStream,3,1,5
greenshot,TryLoadFromStream,16,2,3
greenshot,LoadDrawablesFromStream,6,2,3
greenshot,SvgFileFormatHandler,4,1,0
greenshot,TryLoadFromStream,14,1,3
greenshot,TrySaveToStream,4,1,5
greenshot,LoadDrawablesFromStream,15,2,3
greenshot,WpfFileFormatHandler,6,1,0
greenshot,RetrieveSupportedExtensions,35,8,0
greenshot,TrySaveToStream,19,1,5
greenshot,TryLoadFromStream,15,1,3
greenshot,ColorDialog,10,1,0
greenshot,GetInstance,0,1,0
greenshot,CreateColorPalette,28,1,4
greenshot,CreateColorButtonColumn,10,3,8
greenshot,CreateColorButton,3,1,7
greenshot,CreateColorButton,15,1,5
greenshot,ColorButtonDoubleClick,4,1,2
greenshot,CreateLastUsedColorButtonRow,10,2,4
