Project,Method,LOC,CC,PC
greenshot,MatchVarEvaluatorInternal,313,62,6
greenshot,FillCmdVariables,32,1,2
greenshot,FillVariables,32,1,2
greenshot,FillPattern,45,1,3
greenshot,IsDirectoryNameValid,11,3,1
greenshot,IsFilenameValid,11,3,1
greenshot,Fraction,13,3,2
greenshot,Inverse,0,1,0
greenshot,TryParse,12,2,2
greenshot,Parse,0,1,1
greenshot,ToString,0,1,0
greenshot,Equals,0,1,1
greenshot,Equals,0,1,1
greenshot,GetHashCode,9,1,0
greenshot,CompareTo,0,1,1
greenshot,GreatestCommonDivisor,0,1,2
greenshot,GetImage,3,1,1
greenshot,GetIcon,3,1,1
greenshot,GetGreenshotIcon,3,1,0
greenshot,GetEmbVersion,12,3,1
greenshot,FixBrowserVersion,4,1,1
greenshot,FixBrowserVersion,3,1,2
greenshot,FixBrowserVersion,6,1,2
greenshot,ModifyRegistry,14,1,3
greenshot,GetDirectUI,16,3,1
greenshot,GetIEUrls,15,4,0
greenshot,Orientate,53,10,1
greenshot,CreateThumbnail,33,5,5
greenshot,Crop,15,3,2
greenshot,FindAutoCropNativeRect,54,18,4
greenshot,FindAutoCropRectangle,28,3,3
greenshot,ApplyEffect,7,1,3
greenshot,ApplyEffects,19,4,3
greenshot,DrawLines,7,2,2
greenshot,CreateTornEdge,99,10,5
greenshot,ApplyBoxBlur,5,1,2
greenshot,ApplyBoxBlur,29,4,2
greenshot,BoxBlurHorizontal,45,8,2
greenshot,BoxBlurHorizontalAlpha,48,8,2
greenshot,BoxBlurVertical,45,8,2
greenshot,BoxBlurVerticalAlpha,49,8,2
greenshot,CreateIntersectRectangle,13,2,3
greenshot,CreateShadow,58,4,6
greenshot,CreateNegative,28,1,1
greenshot,ApplyColorMatrix,3,1,2
greenshot,ApplyColorMatrix,6,1,5
greenshot,ApplyImageAttributes,22,4,5
greenshot,CreateMonochrome,14,3,2
greenshot,CreateBorder,33,1,5
greenshot,CreateAdjustAttributes,33,1,3
greenshot,Adjust,11,1,4
greenshot,CreateGrayscale,28,1,1
greenshot,SupportsPixelFormat,6,1,1
greenshot,Clone,7,2,1
greenshot,Clone,3,1,2
greenshot,CloneArea,89,10,3
greenshot,RotateFlip,5,1,2
greenshot,CreateEmptyLike,8,2,3
greenshot,CreateEmpty,23,4,6
greenshot,ResizeCanvas,10,1,7
greenshot,ResizeImage,3,1,5
greenshot,CountColor,25,6,3
greenshot,ResizeImage,70,12,7
greenshot,Rotate,10,1,2
greenshot,Map,0,1,1
greenshot,Map,15,4,1
greenshot,ToBitmapSource,17,1,1
greenshot,ToBitmap,8,1,1
greenshot,CreatePropertyItem,25,1,2
greenshot,SaveToStream,9,2,3
greenshot,SaveToStream,35,5,4
greenshot,CreateImageFromSurface,74,11,3
greenshot,AddTag,13,2,1
greenshot,LoadGreenshotSurface,18,3,2
greenshot,Save,29,5,5
greenshot,FormatForFilename,14,1,1
greenshot,SaveWithDialog,27,3,2
greenshot,SaveNamedTmpFile,29,2,3
greenshot,DeleteNamedTmpFile,17,2,1
greenshot,SaveToTmpFile,21,2,3
greenshot,RemoveTmpFiles,11,3,0
greenshot,RemoveExpiredTmpFile,7,2,2
greenshot,LoadImage,23,4,1
greenshot,FromStream,32,6,2
greenshot,LoadGreenshotSurface,37,3,2
greenshot,GetSubclassesOf,33,7,2
greenshot,JsonDecode,4,1,1
greenshot,JsonDecode,11,2,2
greenshot,ParseObject,51,8,3
greenshot,ParseArray,34,6,3
greenshot,ParseValue,26,8,3
greenshot,ParseString,90,18,3
greenshot,ParseNumber,8,1,3
greenshot,GetLastIndexOfNumber,11,3,2
greenshot,EatWhitespace,9,3,2
greenshot,LookAhead,4,1,2
greenshot,NextToken,78,15,2
greenshot,Language,77,13,0
greenshot,AddPath,14,3,1
greenshot,AddLanguageFilePath,17,3,1
greenshot,LoadFiles,11,3,1
greenshot,Reload,8,2,0
greenshot,FindBestIetfMatch,24,6,1
greenshot,LoadResources,31,5,1
greenshot,ScanFiles,122,13,0
greenshot,LoadFileInfo,49,7,1
greenshot,HasKey,3,1,2
greenshot,HasKey,7,2,1
greenshot,TryGetString,3,1,2
greenshot,TryGetString,3,1,3
greenshot,TryGetString,3,1,3
greenshot,Translate,9,2,1
greenshot,GetString,7,2,1
greenshot,GetString,7,2,2
greenshot,GetString,3,1,2
greenshot,GetString,11,3,1
greenshot,GetFormattedString,3,1,2
greenshot,GetFormattedString,3,1,3
greenshot,GetFormattedString,3,1,3
greenshot,GetFormattedString,7,2,2
greenshot,Equals,47,13,1
greenshot,InitializeLog4Net,61,8,0
greenshot,Convert,4,1,2
greenshot,NetworkHelper,11,1,0
greenshot,GetAsMemoryStream,12,1,1
greenshot,DownloadImageAsDrawableContainer,49,2,1
greenshot,DownloadImage,45,2,1
greenshot,CreateWebRequest,3,1,1
greenshot,CreateWebRequest,3,1,2
greenshot,CreateWebRequest,5,1,2
greenshot,CreateWebRequest,12,1,1
greenshot,CreateProxy,38,6,1
greenshot,UrlEncode,8,2,1
greenshot,EscapeDataString,15,3,1
greenshot,UrlDecode,6,1,1
greenshot,ParseQueryString,22,5,1
greenshot,GenerateQueryParameters,14,3,1
greenshot,WriteMultipartFormData,6,1,2
greenshot,WriteMultipartFormData,25,4,3
greenshot,Post,26,6,3
greenshot,Post,34,7,3
greenshot,UploadFormUrlEncoded,7,1,2
greenshot,DebugHeaders,11,3,1
greenshot,GetResponseAsString,3,1,1
greenshot,GetResponseAsString,17,3,1
greenshot,GetResponseAsString,55,3,2
greenshot,WriteFormDataToStream,0,1,3
greenshot,WriteToStream,0,1,1
greenshot,ToBase64String,0,1,1
greenshot,ToByteArray,0,1,0
greenshot,Upload,0,1,1
greenshot,SurfaceContainer,5,1,3
greenshot,ToBase64String,5,1,1
greenshot,ToByteArray,5,1,0
greenshot,WriteFormDataToStream,6,1,3
greenshot,WriteToStream,4,1,1
greenshot,Upload,5,1,1
greenshot,Clone,17,3,1
greenshot,CloneTo,16,4,2
greenshot,CompareLists,16,4,2
greenshot,PluginUtils,3,1,0
greenshot,OnIconSizeChanged,16,4,2
greenshot,GetExePath,26,4,1
greenshot,GetCachedExeIcon,24,4,2
greenshot,GetExeIcon,20,3,2
greenshot,AddToContextMenu,32,6,1
greenshot,Dispose,4,1,0
greenshot,Dispose,10,3,1
greenshot,WuQuantizer,73,7,1
greenshot,GetColorCount,3,1,0
greenshot,SimpleReindex,57,7,0
greenshot,GetQuantizedImage,152,18,1
greenshot,CalculateMoments,44,5,0
greenshot,Volume,10,1,2
greenshot,VolumeFloat,10,1,2
greenshot,Top,18,1,4
greenshot,Bottom,18,1,3
greenshot,CalculateVariance,9,1,1
greenshot,Maximize,37,5,9
greenshot,Cut,66,6,2
greenshot,Mark,12,4,3
greenshot,ReadKey64Or32,42,8,4
greenshot,GetAllInstances,8,2,0
greenshot,GetInstance,3,1,0
greenshot,AddService,16,4,1
greenshot,AddService,3,1,1
greenshot,FormatWith,3,1,2
greenshot,FormatWith,39,6,3
greenshot,Encrypt,20,1,1
greenshot,Decrypt,21,1,1
greenshot,GetCursorLocationRelativeToScreenBounds,3,1,0
greenshot,GetLocationRelativeToScreenBounds,4,1,1
greenshot,CaptureCursor,25,5,1
greenshot,CaptureScreen,7,2,1
greenshot,CreateCaptureException,9,2,2
greenshot,IsDwmAllowed,18,4,1
greenshot,IsGdiAllowed,18,4,1
greenshot,CaptureRectangle,27,4,2
greenshot,CaptureRectangleFromDesktopScreen,9,2,2
greenshot,CaptureRectangle,131,13,1
greenshot,WindowDetails,14,2,0
greenshot,AddProcessToExcludeFromFreeze,6,2,1
greenshot,IsIgnoreHandle,3,1,1
greenshot,GetHashCode,3,1,0
greenshot,Equals,3,1,1
greenshot,Equals,15,4,1
greenshot,FreezeDetails,3,1,0
greenshot,UnfreezeDetails,3,1,0
greenshot,GetAppIcon,40,8,1
greenshot,RegisterIgnoreHandle,3,1,1
greenshot,UnregisterIgnoreHandle,3,1,1
greenshot,GetChild,10,3,1
greenshot,GetParent,14,4,0
greenshot,GetChildren,7,2,0
greenshot,GetChildren,15,4,1
greenshot,Contains,3,1,1
greenshot,Restore,14,3,0
greenshot,CaptureGdiWindow,7,2,1
greenshot,CaptureDwmWindow,222,21,3
greenshot,RemoveCorners,13,3,1
greenshot,ApplyTransparency,42,5,2
greenshot,IsHidden,0,1,1
greenshot,GetExtendedFrameBounds,14,3,1
greenshot,GetClientRect,7,1,1
greenshot,GetWindowRect,14,2,1
greenshot,GetBorderSize,7,1,1
greenshot,ToForeground,31,5,1
greenshot,ToForeground,3,1,0
greenshot,GetRegion,14,3,0
greenshot,CanFreezeOrUnfreeze,18,5,1
greenshot,FreezeWindow,31,5,0
greenshot,UnfreezeWindow,24,5,0
greenshot,PrintWindow,52,6,0
greenshot,WindowDetails,3,1,1
greenshot,GetActiveWindow,18,4,0
greenshot,GetDesktopWindow,3,1,0
greenshot,GetAllWindows,3,1,0
greenshot,GetAllWindows,3,1,1
greenshot,FindChildUnderPoint,21,5,1
greenshot,IsVisible,29,6,2
greenshot,GetVisibleWindows,10,3,0
greenshot,IsTopLevel,44,10,1
greenshot,GetTopLevelWindows,9,3,0
greenshot,GetLinkedWindow,36,8,1
greenshot,ActiveNewerWindows,10,3,1
greenshot,ToString,20,2,0
greenshot,GetWindows,25,5,2
greenshot,OnWindowEnum,7,2,2
greenshot,IsWindows10BuildOrLater,3,1,1
greenshot,PreFilterMessage,3,1,1
greenshot,PreFilterMessageExternal,9,2,1
greenshot,NormalizeExtension,8,2,1
greenshot,ExtensionsFor,3,1,2
greenshot,Supports,4,1,3
greenshot,TrySaveToStream,18,4,6
greenshot,LoadDrawablesFromStream,12,2,4
greenshot,TryLoadFromStream,13,2,4
greenshot,ReceiveCode,25,1,1
greenshot,ListenerCallback,53,6,1
greenshot,GetRandomUnusedPort,12,1,0
greenshot,ReceiveCode,36,2,1
greenshot,ListenerCallback,41,4,1
greenshot,GetRandomUnusedPort,12,1,0
greenshot,GenerateRefreshToken,56,8,1
greenshot,UpdateFromCallback,25,6,2
greenshot,GenerateAccessToken,64,9,1
greenshot,Authorize,10,1,1
greenshot,AuthorizeViaDefaultBrowser,45,10,1
greenshot,AuthorizeViaEmbeddedBrowser,20,5,1
greenshot,AuthorizeViaLocalServer,23,5,1
greenshot,AddOAuth2Credentials,6,2,2
greenshot,CheckAndAuthenticateOrRefresh,27,7,1
greenshot,CreateOAuth2WebRequest,6,1,3
greenshot,OAuth2Settings,8,1,0
greenshot,OAuthSession,9,1,2
greenshot,ComputeHash,13,3,2
greenshot,GenerateNormalizedParametersString,17,4,1
greenshot,UrlEncode3986,19,4,1
greenshot,GenerateTimeStamp,5,1,0
greenshot,GenerateNonce,4,1,0
greenshot,GetRequestToken,21,4,0
greenshot,GetAuthorizeToken,33,8,1
greenshot,GetAccessToken,25,5,0
greenshot,Authorize,31,2,0
greenshot,MakeOAuthRequest,3,1,5
greenshot,MakeOAuthRequest,3,1,6
greenshot,MakeOAuthRequest,3,1,6
greenshot,MakeOAuthRequest,61,9,7
greenshot,Sign,64,8,3
greenshot,MakeRequest,104,17,5
greenshot,AdjustEffect,3,1,0
greenshot,Reset,5,1,0
greenshot,Apply,3,1,2
greenshot,BorderEffect,3,1,0
greenshot,Reset,4,1,0
greenshot,Apply,3,1,2
greenshot,DropShadowEffect,3,1,0
greenshot,Reset,5,1,0
greenshot,Apply,3,1,2
greenshot,Apply,3,1,2
greenshot,Reset,3,1,0
greenshot,Apply,0,1,2
greenshot,Reset,0,1,0
greenshot,Apply,3,1,2
greenshot,Reset,3,1,0
greenshot,MonochromeEffect,3,1,1
greenshot,Reset,3,1,0
greenshot,Apply,3,1,2
greenshot,ReduceColorsEffect,3,1,0
greenshot,Reset,3,1,0
greenshot,Apply,18,2,2
greenshot,ResizeCanvasEffect,7,1,4
greenshot,Reset,3,1,0
greenshot,Apply,3,1,2
greenshot,ResizeEffect,5,1,3
greenshot,Reset,3,1,0
greenshot,Apply,3,1,2
greenshot,RotateEffect,3,1,1
greenshot,Reset,3,1,0
greenshot,Apply,20,3,2
greenshot,TornEdgeEffect,3,1,0
greenshot,Reset,12,1,0
greenshot,Apply,11,2,2
greenshot,LoadHelp,4,1,0
greenshot,FindOnlineHelpUrl,31,6,1
greenshot,GetHttpStatus,12,1,1
greenshot,getElementsByName,0,1,1
greenshot,getElementById,0,1,1
greenshot,getElementsByTagName,0,1,1
greenshot,hasFocus,0,1,0
greenshot,setAttribute,0,1,3
greenshot,getAttribute,0,1,2
greenshot,scrollIntoView,0,1,1
greenshot,getBoundingClientRect,0,1,0
greenshot,GetEnumerator,0,1,0
greenshot,item,0,1,1
greenshot,createRange,0,1,0
greenshot,empty,0,1,0
greenshot,clear,0,1,0
greenshot,setAttribute,0,1,3
greenshot,getAttribute,0,1,2
greenshot,removeAttribute,0,1,2
greenshot,toString,0,1,0
greenshot,parentElement,0,1,0
greenshot,duplicate,0,1,0
greenshot,inRange,0,1,1
greenshot,isEqual,0,1,1
greenshot,scrollIntoView,0,1,1
greenshot,collapse,0,1,1
greenshot,expand,0,1,1
greenshot,move,0,1,2
greenshot,moveStart,0,1,2
greenshot,moveEnd,0,1,2
greenshot,select,0,1,0
greenshot,pasteHTML,0,1,1
greenshot,moveToElementText,0,1,1
greenshot,setEndPoint,0,1,2
greenshot,compareEndPoints,0,1,2
greenshot,findText,0,1,3
greenshot,moveToPoint,0,1,2
greenshot,getBookmark,0,1,0
greenshot,moveToBookmark,0,1,1
greenshot,queryCommandSupported,0,1,1
greenshot,queryCommandEnabled,0,1,1
greenshot,queryCommandState,0,1,1
greenshot,queryCommandIndeterm,0,1,1
greenshot,queryCommandText,0,1,1
greenshot,queryCommandValue,0,1,1
greenshot,execCommand,0,1,3
greenshot,execCommandShowHelp,0,1,1
greenshot,GoBack,0,1,0
greenshot,GoForward,0,1,0
greenshot,GoHome,0,1,0
greenshot,GoSearch,0,1,0
greenshot,Navigate,0,1,5
greenshot,Refresh,0,1,0
greenshot,Refresh2,0,1,1
greenshot,Stop,0,1,0
greenshot,Quit,0,1,0
greenshot,ClientToWindow,0,1,2
greenshot,PutProperty,0,1,2
greenshot,GetProperty,0,1,1
greenshot,Navigate2,0,1,5
greenshot,IniSectionAttribute,3,1,1
greenshot,IniPropertyAttribute,3,1,0
greenshot,IniPropertyAttribute,3,1,1
greenshot,Init,5,1,2
greenshot,ForceIniInStartupPath,24,5,0
greenshot,Init,14,2,0
greenshot,CreateIniLocation,93,15,2
greenshot,Reload,28,2,0
greenshot,FixProperties,18,5,1
greenshot,Read,40,6,1
greenshot,GetIniSection,4,1,1
greenshot,GetIniSection,3,1,0
greenshot,GetIniSection,25,3,1
greenshot,PropertiesForSection,15,2,1
greenshot,Save,33,2,0
greenshot,SaveInternally,45,6,1
greenshot,Read,50,8,2
greenshot,GetDefault,3,1,1
greenshot,PreCheckValue,3,1,2
greenshot,AfterLoad,2,1,0
greenshot,BeforeSave,2,1,0
greenshot,AfterSave,2,1,0
greenshot,GetIniSectionAttribute,11,3,1
greenshot,Fill,46,10,1
greenshot,Write,38,8,2
greenshot,IniValue,5,1,3
greenshot,IniValue,5,1,3
greenshot,Write,68,11,2
greenshot,SetValueFromProperties,9,2,1
greenshot,UseValueOrDefault,144,14,1
greenshot,ConvertStringToValueType,78,13,3
greenshot,ToString,3,1,0
greenshot,ConvertValueToString,52,7,3
greenshot,NullImage,0,1,0
greenshot,Crop,0,1,1
greenshot,MoveMouseLocation,0,1,2
greenshot,AddMetaData,0,1,2
greenshot,ClearDestinations,0,1,0
greenshot,RemoveDestination,0,1,1
greenshot,AddDestination,0,1,1
greenshot,HasDestination,0,1,1
greenshot,SelectCaptureWindow,0,1,1
greenshot,CaptureWindow,0,1,3
greenshot,ExportInformation,4,1,2
greenshot,ExportInformation,3,1,3
greenshot,GetMenuItem,0,1,3
greenshot,DynamicDestinations,0,1,0
greenshot,ExportCapture,0,1,3
greenshot,PriorityFor,0,1,2
greenshot,TrySaveToStream,0,1,5
greenshot,TryLoadFromStream,0,1,3
greenshot,LoadDrawablesFromStream,0,1,3
greenshot,AddCaptureWindowMenuItems,0,1,2
greenshot,ShowSetting,0,1,0
greenshot,ShowAbout,0,1,0
greenshot,ShowWarningMessage,0,1,4
greenshot,ShowErrorMessage,0,1,4
greenshot,ShowInfoMessage,0,1,4
greenshot,ProcessCapture,0,1,2
greenshot,GetAllInstances,0,1,0
greenshot,GetInstance,0,1,0
greenshot,AddService,0,1,1
greenshot,AddService,0,1,1
greenshot,GetImageForExport,0,1,0
greenshot,AddTextContainer,0,1,11
greenshot,AddImageContainer,0,1,3
greenshot,AddCursorContainer,0,1,3
greenshot,AddIconContainer,0,1,3
greenshot,AddImageContainer,0,1,3
greenshot,AddCursorContainer,0,1,3
greenshot,AddIconContainer,0,1,3
greenshot,SaveElementsToStream,0,1,1
greenshot,LoadElementsFromStream,0,1,1
greenshot,RemoveSelectedElements,0,1,0
greenshot,CutSelectedElements,0,1,0
greenshot,CopySelectedElements,0,1,0
greenshot,PasteElementFromClipboard,0,1,0
greenshot,DuplicateSelectedElements,0,1,0
greenshot,DeselectElement,0,1,2
greenshot,DeselectAllElements,0,1,0
greenshot,AddElements,0,1,2
greenshot,RemoveElements,0,1,2
greenshot,SelectElements,0,1,1
greenshot,AddElement,0,1,3
greenshot,SelectElement,0,1,3
greenshot,IsOnSurface,0,1,1
greenshot,Invalidate,0,1,0
greenshot,InvalidateElements,0,1,1
greenshot,RemoveElement,0,1,4
greenshot,SendMessageEvent,0,1,3
greenshot,ApplyBitmapEffect,0,1,1
greenshot,RemoveCursor,0,1,0
greenshot,ToSurfaceCoordinates,0,1,1
greenshot,ToSurfaceCoordinates,0,1,1
greenshot,ToImageCoordinates,0,1,1
greenshot,ToImageCoordinates,0,1,1
greenshot,MakeUndoable,0,1,2
greenshot,UndoBackgroundChange,0,1,2
greenshot,HitTest,0,1,1
greenshot,MouseDown,0,1,2
greenshot,MouseUp,0,1,2
greenshot,MouseMove,0,1,2
greenshot,Paint,0,1,1
greenshot,Transform,0,1,1
greenshot,AdjustToDpi,0,1,1
greenshot,Load,0,1,1
greenshot,ApplyBounds,0,1,1
greenshot,Invalidate,0,1,0
greenshot,ClickableAt,0,1,2
greenshot,MoveBy,0,1,2
greenshot,Transform,0,1,1
greenshot,HandleMouseDown,0,1,2
greenshot,HandleMouseUp,0,1,2
greenshot,HandleMouseMove,0,1,2
greenshot,InitContent,0,1,0
greenshot,MakeBoundsChangeUndoable,0,1,1
greenshot,AdjustToDpi,0,1,1
greenshot,AddContextMenuItems,0,1,3
greenshot,MakeBoundsChangeUndoable,0,1,1
greenshot,Transform,0,1,1
greenshot,MoveBy,0,1,2
greenshot,ClickableAt,0,1,2
greenshot,ClickableElementAt,0,1,2
greenshot,OnDoubleClick,0,1,0
greenshot,HasIntersectingFilters,0,1,1
greenshot,IntersectsWith,0,1,1
greenshot,Draw,0,1,4
greenshot,SetForegroundColor,0,1,1
greenshot,SetBackgroundColor,0,1,1
greenshot,IncreaseLineThickness,0,1,1
greenshot,FlipShadow,0,1,0
greenshot,Invalidate,0,1,0
greenshot,PullElementsToTop,0,1,1
greenshot,CanPushDown,0,1,1
greenshot,PullElementsUp,0,1,1
greenshot,CanPullUp,0,1,1
greenshot,PushElementsDown,0,1,1
greenshot,PushElementsToBottom,0,1,1
greenshot,ShowContextMenu,0,1,2
greenshot,HandleFieldChangedEvent,0,1,2
greenshot,AdjustToDpi,0,1,1
greenshot,FieldChangedEventArgs,3,1,1
greenshot,UnbindElement,0,1,1
greenshot,BindElements,0,1,1
greenshot,BindElement,0,1,1
greenshot,GetField,0,1,1
greenshot,GetFields,0,1,0
greenshot,GetField,0,1,1
greenshot,HasField,0,1,1
greenshot,Load,0,1,1
greenshot,Load,0,1,1
greenshot,Restore,0,1,0
greenshot,Merge,0,1,1
greenshot,FitToText,0,1,0
greenshot,GetImageForExport,0,1,0
greenshot,DoOcrAsync,0,1,1
greenshot,DoOcrAsync,0,1,1
greenshot,Line,7,2,1
greenshot,CalculateBounds,12,3,0
greenshot,Offset,8,2,2
greenshot,Offset,6,2,2
greenshot,GetThumbnail,0,1,3
greenshot,ExportCapture,0,1,4
greenshot,CaptureRegion,0,1,2
greenshot,ImportCapture,0,1,1
greenshot,GetCapture,0,1,1
greenshot,Initialize,0,1,0
greenshot,Shutdown,0,1,0
greenshot,Configure,0,1,0
greenshot,SurfaceOutputSettings,6,1,0
greenshot,SurfaceOutputSettings,3,1,1
greenshot,SurfaceOutputSettings,3,1,2
greenshot,SurfaceOutputSettings,3,1,3
greenshot,PreventGreenshotFormat,8,2,0
greenshot,GetAttribute,26,6,1
greenshot,ComProgIdAttribute,3,1,1
greenshot,CreateInstance,63,8,0
greenshot,Wrap,12,3,3
greenshot,COMWrapper,6,1,3
greenshot,Dispose,4,1,0
greenshot,Dispose,27,3,1
greenshot,ToString,3,1,0
greenshot,GetHashCode,3,1,0
greenshot,Equals,11,3,1
greenshot,GetByValType,13,3,1
greenshot,Invoke,254,39,1
greenshot,CanCastTo,4,1,2
greenshot,GetAppVisibilityOnMonitor,0,1,1
greenshot,GetTypeInfoCount,0,1,1
greenshot,GetTypeInfo,0,1,3
greenshot,GetIDsOfNames,0,1,5
greenshot,Invoke,0,1,8
greenshot,QueryStatus,0,1,4
greenshot,Exec,0,1,5
greenshot,GetWindow,0,1,1
greenshot,ContextSensitiveHelp,0,1,1
greenshot,QueryService,0,1,3
greenshot,QueryInterface,0,1,1
greenshot,AddRef,0,1,0
greenshot,Release,0,1,0
greenshot,ExternalCommandConfiguration,20,1,0
greenshot,Delete,17,4,1
greenshot,AfterLoad,19,3,0
greenshot,GetDefault,0,1,1
greenshot,ExternalCommandDestination,3,1,1
greenshot,DynamicDestinations,3,1,0
greenshot,ExportCapture,37,4,3
greenshot,CallExternalCommand,41,6,4
greenshot,CallExternalCommand,25,1,4
greenshot,CallExternalCommand,52,9,5
greenshot,FormatArguments,3,1,2
greenshot,Dispose,4,1,0
greenshot,Dispose,6,3,1
greenshot,Destinations,6,2,0
greenshot,IsCommandValid,27,5,1
greenshot,Initialize,26,4,0
greenshot,OnIconSizeChanged,17,3,2
greenshot,OnLanguageChanged,6,2,2
greenshot,Shutdown,3,1,0
greenshot,ConfigMenuClick,3,1,2
greenshot,Configure,4,1,0
greenshot,IconForCommand,18,3,1
greenshot,SettingsForm,9,1,0
greenshot,ButtonOkClick,3,1,2
greenshot,ButtonAddClick,5,1,2
greenshot,ButtonDeleteClick,8,2,2
greenshot,UpdateView,28,4,0
greenshot,ListView1ItemSelectionChanged,3,1,2
greenshot,ButtonEditClick,3,1,2
greenshot,ListView1DoubleClick,13,2,2
greenshot,Dispose,8,3,1
greenshot,InitializeComponent,101,1,0
greenshot,Compare,13,3,2
greenshot,SettingsFormDetail,18,2,1
greenshot,ButtonOkClick,19,2,2
greenshot,Button3Click,33,3,2
greenshot,OkButtonState,48,6,0
greenshot,textBox_name_TextChanged,3,1,2
greenshot,textBox_commandline_TextChanged,3,1,2
greenshot,textBox_arguments_TextChanged,3,1,2
greenshot,Dispose,8,3,1
greenshot,InitializeComponent,138,1,0
greenshot,Dispose,4,1,0
greenshot,Dispose,14,4,1
greenshot,ConfluenceConnector,4,1,2
greenshot,Init,8,1,1
greenshot,DoLogin,29,1,2
greenshot,Login,45,4,0
greenshot,Logout,8,2,0
greenshot,CheckCredentials,14,3,0
greenshot,AddAttachment,11,1,5
greenshot,GetPage,15,3,2
greenshot,GetPage,15,3,1
greenshot,GetSpaceHomepage,6,1,1
greenshot,GetSpaceSummaries,8,2,0
greenshot,GetPageChildren,8,2,1
greenshot,GetPageSummaries,8,2,1
greenshot,SearchPages,11,3,2
greenshot,ConfluenceDestination,17,1,0
greenshot,ConfluenceDestination,2,1,0
greenshot,ConfluenceDestination,3,1,1
greenshot,DynamicDestinations,15,4,0
greenshot,ExportCapture,56,9,3
greenshot,Upload,50,3,4
greenshot,Dispose,4,1,0
greenshot,Dispose,3,1,1
greenshot,CreateConfluenceConnector,13,3,0
greenshot,Initialize,23,3,0
greenshot,Shutdown,8,2,0
greenshot,Configure,23,5,0
greenshot,GetCurrentPages,92,13,0
greenshot,GetBrowserUrls,47,10,0
greenshot,GetDisplayKeyValue,8,2,1
greenshot,Convert,3,1,4
greenshot,ConvertBack,3,1,4
greenshot,Page,7,1,1
greenshot,Page,7,1,2
greenshot,Page,6,1,1
greenshot,Space,4,1,1
greenshot,ConfluenceConfigurationForm,5,1,1
greenshot,Button_OK_Click,3,1,2
greenshot,InitializeComponent,14,2,0
greenshot,_CreateDelegate,3,1,2
greenshot,Connect,14,1,2
greenshot,ConfluencePagePicker,5,1,2
greenshot,PageListView_SelectionChanged,3,1,2
greenshot,SelectionChanged,12,2,0
greenshot,Page_Loaded,3,1,2
greenshot,InitializeComponent,13,2,0
greenshot,Connect,23,2,2
greenshot,ConfluenceSearch,19,4,1
greenshot,PageListView_SelectionChanged,3,1,2
greenshot,SelectionChanged,10,2,0
greenshot,Search_Click,3,1,2
greenshot,DoSearch,9,2,0
greenshot,SearchText_KeyDown,7,2,2
greenshot,Page_Loaded,3,1,2
greenshot,SearchText_TextChanged,3,1,2
greenshot,InitializeComponent,13,2,0
greenshot,Connect,50,5,2
greenshot,ConfluenceTreePicker,5,1,1
greenshot,PageTreeViewItem_DoubleClick,37,3,2
greenshot,PageTreeViewItem_Click,13,3,2
greenshot,Page_Loaded,45,2,2
greenshot,InitializeComponent,13,2,0
greenshot,Connect,20,3,2
greenshot,ConfluenceUpload,12,2,1
greenshot,UpdateSpaces,19,3,0
greenshot,Upload_Click,3,1,2
greenshot,InitializeComponent,13,2,0
greenshot,Connect,24,4,2
greenshot,Translate,0,1,1
greenshot,AddListener,3,1,2
greenshot,RemoveListener,3,1,2
greenshot,OnLanguageChanged,3,1,2
greenshot,StartListening,4,1,1
greenshot,StopListening,4,1,1
greenshot,Translate,7,2,1
greenshot,TranslateExtension,3,1,1
greenshot,ProvideValue,7,1,1
greenshot,TranslationData,4,1,1
greenshot,ReceiveWeakEvent,8,2,3
greenshot,OnLanguageChanged,3,1,2
greenshot,Translate,8,2,1
greenshot,ConfluenceSoapServiceService,10,2,0
greenshot,search,7,1,3
greenshot,searchAsync,3,1,3
greenshot,searchAsync,9,2,4
greenshot,OnsearchOperationCompleted,6,2,1
greenshot,getSpace,6,1,2
greenshot,getSpaceAsync,3,1,2
greenshot,getSpaceAsync,8,2,3
greenshot,OngetSpaceOperationCompleted,6,2,1
greenshot,getChildren,6,1,2
greenshot,getChildrenAsync,3,1,2
greenshot,getChildrenAsync,8,2,3
greenshot,OngetChildrenOperationCompleted,6,2,1
greenshot,login,6,1,2
greenshot,loginAsync,3,1,2
greenshot,loginAsync,8,2,3
greenshot,OnloginOperationCompleted,6,2,1
greenshot,getPage,7,1,3
greenshot,getPageAsync,3,1,3
greenshot,getPageAsync,9,2,4
greenshot,OngetPageOperationCompleted,6,2,1
greenshot,getPage,6,1,2
greenshot,getPage1Async,3,1,2
greenshot,getPage1Async,8,2,3
greenshot,OngetPage1OperationCompleted,6,2,1
greenshot,logout,5,1,1
greenshot,logoutAsync,3,1,1
greenshot,logoutAsync,7,2,2
greenshot,OnlogoutOperationCompleted,6,2,1
greenshot,addAttachment,8,1,4
greenshot,addAttachmentAsync,3,1,4
greenshot,addAttachmentAsync,10,2,5
greenshot,OnaddAttachmentOperationCompleted,6,2,1
greenshot,addAttachment,7,1,3
greenshot,addAttachment1Async,3,1,3
greenshot,addAttachment1Async,9,2,4
greenshot,OnaddAttachment1OperationCompleted,6,2,1
greenshot,getSpaces,5,1,1
greenshot,getSpacesAsync,3,1,1
greenshot,getSpacesAsync,7,2,2
