Project,Implementation smell,Namespace,Class,File,Method,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Magic Number,Greenshot.Forms,ToolStripMenuSelectList,DesigniteProjects\greenshot\src\Greenshot\Forms\ToolStripMenuSelectList.cs,UpdateImage,
greenshot,Magic Number,Greenshot.Forms,ToolStripMenuSelectList,DesigniteProjects\greenshot\src\Greenshot\Forms\ToolStripMenuSelectList.cs,UpdateImage,
greenshot,Magic Number,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,MakeCapture,
greenshot,Magic Number,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,MakeCapture,
greenshot,Magic Number,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,RetrieveWindowDetails,
greenshot,Magic Number,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,RetrieveWindowDetails,
greenshot,Magic Number,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,CaptureWindow,
greenshot,Magic Number,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,CaptureWindow,
greenshot,Magic Number,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,CaptureWindow,
greenshot,Magic Number,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,GetHtmlDocument,
greenshot,Magic Number,Greenshot.Helpers,MapiMailMessage,DesigniteProjects\greenshot\src\Greenshot\Helpers\MailHelper.cs,AllocAttachments,
greenshot,Magic Number,Greenshot.Helpers,NotifyIconNotificationService,DesigniteProjects\greenshot\src\Greenshot\Helpers\NotifyIconNotificationService.cs,ShowMessage,
greenshot,Magic Number,Greenshot.Helpers,PrintHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PrintHelper.cs,DrawImageForPrint,
greenshot,Magic Number,Greenshot.Helpers,PrintHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PrintHelper.cs,DrawImageForPrint,
greenshot,Magic Number,Greenshot.Helpers,PrintHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PrintHelper.cs,DrawImageForPrint,
greenshot,Magic Number,Greenshot.Helpers,PrintHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PrintHelper.cs,DrawImageForPrint,
greenshot,Magic Number,Greenshot.Helpers,PrintHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PrintHelper.cs,DrawImageForPrint,
greenshot,Magic Number,Greenshot.Helpers,ResourceMutex,DesigniteProjects\greenshot\src\Greenshot\Helpers\ResourceMutex.cs,Lock,
greenshot,Magic Number,Greenshot.Helpers,StartupHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\StartupHelper.cs,GetRunAllValue,
greenshot,Magic Number,Greenshot.Helpers,StartupHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\StartupHelper.cs,GetRunUserValue,
greenshot,Magic Number,Greenshot.Helpers,StartupHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\StartupHelper.cs,DeleteRunAll,
greenshot,Magic Number,Greenshot.Helpers,StartupHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\StartupHelper.cs,DeleteRunUser,
greenshot,Magic Number,Greenshot.Helpers,UpdateService,DesigniteProjects\greenshot\src\Greenshot\Helpers\UpdateService.cs,BackgroundTask,
greenshot,Magic Number,Greenshot.Helpers,UpdateService,DesigniteProjects\greenshot\src\Greenshot\Helpers\UpdateService.cs,BackgroundTask,
greenshot,Missing Default,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,CaptureFormKeyUp,
greenshot,Missing Default,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,CaptureFormKeyDown,
greenshot,Missing Default,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,CaptureFormKeyDown,
greenshot,Missing Default,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,NotifyIconClick,
greenshot,Missing Default,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,Combobox_window_capture_modeSelectedIndexChanged,
greenshot,Missing Default,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,MakeCapture,
greenshot,Missing Default,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,MakeCapture,
greenshot,Missing Default,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,OpenCaptureOnClick,
greenshot,Missing Default,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,SurfaceMessageReceived,
greenshot,Long Method,Greenshot.Base.Core,AbstractDestination,DesigniteProjects\greenshot\src\Greenshot.Base\Core\AbstractDestination.cs,ShowPickerMenu,
greenshot,Long Method,Greenshot.Base.Core,ClipboardHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ClipboardHelper.cs,SetClipboardData,
greenshot,Long Method,Greenshot.Base.Core,CoreConfiguration,DesigniteProjects\greenshot\src\Greenshot.Base\Core\CoreConfiguration.cs,AfterLoad,
greenshot,Long Method,Greenshot.Base.Core,FilenameHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\FilenameHelper.cs,MatchVarEvaluatorInternal,
greenshot,Long Method,Greenshot.Base.Core,Language,DesigniteProjects\greenshot\src\Greenshot.Base\Core\Language.cs,ScanFiles,
greenshot,Long Method,Greenshot.Base.Core,WuQuantizer,DesigniteProjects\greenshot\src\Greenshot.Base\Core\QuantizerHelper.cs,GetQuantizedImage,
greenshot,Long Method,Greenshot.Base.Core,WindowCapture,DesigniteProjects\greenshot\src\Greenshot.Base\Core\WindowCapture.cs,CaptureRectangle,
greenshot,Long Method,Greenshot.Base.Core,WindowDetails,DesigniteProjects\greenshot\src\Greenshot.Base\Core\WindowDetails.cs,CaptureDwmWindow,
greenshot,Long Method,Greenshot.Base.Core.OAuth,OAuthSession,DesigniteProjects\greenshot\src\Greenshot.Base\Core\OAuth\OAuthSession.cs,MakeRequest,
greenshot,Long Method,Greenshot.Base.IniFile,IniValue,DesigniteProjects\greenshot\src\Greenshot.Base\IniFile\IniValue.cs,UseValueOrDefault,
greenshot,Long Method,Greenshot.Base.Interop,COMWrapper,DesigniteProjects\greenshot\src\Greenshot.Base\Interop\COMWrapper.cs,Invoke,
greenshot,Complex Method,Greenshot.Base.Controls,GreenshotForm,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotForm.cs,ApplyLanguage,
greenshot,Complex Method,Greenshot.Base.Controls,GreenshotForm,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotForm.cs,FillFields,
greenshot,Complex Method,Greenshot.Base.Controls,GreenshotForm,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotForm.cs,StoreFields,
greenshot,Complex Method,Greenshot.Base.Controls,HotkeyControl,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\HotkeyControl.cs,Redraw,
greenshot,Complex Method,Greenshot.Base.Controls,HotkeyControl,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\HotkeyControl.cs,RegisterHotKey,
greenshot,Complex Method,Greenshot.Base.Controls,HotkeyControl,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\HotkeyControl.cs,GetKeyName,
greenshot,Complex Method,Greenshot.Base.Controls,ThumbnailForm,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\ThumbnailForm.cs,ShowThumbnail,
greenshot,Complex Method,Greenshot.Base.Core,ClipboardHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ClipboardHelper.cs,ContainsImage,
greenshot,Complex Method,Greenshot.Base.Core,ClipboardHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ClipboardHelper.cs,GetImageForFormat,
greenshot,Complex Method,Greenshot.Base.Core,ClipboardHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ClipboardHelper.cs,SetClipboardData,
greenshot,Complex Method,Greenshot.Base.Core,CoreConfiguration,DesigniteProjects\greenshot\src\Greenshot.Base\Core\CoreConfiguration.cs,AfterLoad,
greenshot,Complex Method,Greenshot.Base.Core,EffectConverter,DesigniteProjects\greenshot\src\Greenshot.Base\Core\EffectConverter.cs,ApplyDropShadowEffectValues,
greenshot,Complex Method,Greenshot.Base.Core,EffectConverter,DesigniteProjects\greenshot\src\Greenshot.Base\Core\EffectConverter.cs,ApplyTornEdgeEffectValues,
greenshot,Complex Method,Greenshot.Base.Core,EnvironmentInfo,DesigniteProjects\greenshot\src\Greenshot.Base\Core\EnvironmentInfo.cs,EnvironmentToString,
greenshot,Complex Method,Greenshot.Base.Core,EnvironmentInfo,DesigniteProjects\greenshot\src\Greenshot.Base\Core\EnvironmentInfo.cs,ExceptionToString,
greenshot,Complex Method,Greenshot.Base.Core,FilenameHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\FilenameHelper.cs,MatchVarEvaluatorInternal,
greenshot,Complex Method,Greenshot.Base.Core,ImageHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ImageHelper.cs,Orientate,
greenshot,Complex Method,Greenshot.Base.Core,ImageHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ImageHelper.cs,FindAutoCropNativeRect,
greenshot,Complex Method,Greenshot.Base.Core,ImageHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ImageHelper.cs,CreateTornEdge,
greenshot,Complex Method,Greenshot.Base.Core,ImageHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ImageHelper.cs,BoxBlurHorizontal,
greenshot,Complex Method,Greenshot.Base.Core,ImageHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ImageHelper.cs,BoxBlurHorizontalAlpha,
greenshot,Complex Method,Greenshot.Base.Core,ImageHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ImageHelper.cs,BoxBlurVertical,
greenshot,Complex Method,Greenshot.Base.Core,ImageHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ImageHelper.cs,BoxBlurVerticalAlpha,
greenshot,Complex Method,Greenshot.Base.Core,ImageHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ImageHelper.cs,CloneArea,
greenshot,Complex Method,Greenshot.Base.Core,ImageHelper,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ImageHelper.cs,ResizeImage,
greenshot,Complex Method,Greenshot.Base.Core,ImageIO,DesigniteProjects\greenshot\src\Greenshot.Base\Core\ImageIO.cs,CreateImageFromSurface,
