Project,Implementation smell,Namespace,Class,File,Method,
greenshot,Long Method,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,InitializeComponent,
greenshot,Long Method,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,CaptureFormKeyDown,
greenshot,Long Method,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,Animate,
greenshot,Long Method,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Method,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,Start,
greenshot,Long Method,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,MainForm,
greenshot,Long Method,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,InitializeComponent,
greenshot,Long Method,Greenshot.Forms,PrintOptionsDialog,DesigniteProjects\greenshot\src\Greenshot\Forms\PrintOptionsDialog.cs,InitializeComponent,
greenshot,Long Method,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Long Method,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,MakeCapture,
greenshot,Long Method,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,HandleCapture,
greenshot,Long Method,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,CaptureWindow,
greenshot,Long Method,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,CreateDocumentContainer,
greenshot,Long Method,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,CaptureIe,
greenshot,Long Method,Greenshot.Helpers.IEInterop,DocumentContainer,DesigniteProjects\greenshot\src\Greenshot\Helpers\IEInterop\IEContainer.cs,Init,
greenshot,Complex Method,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,Animate,
greenshot,Complex Method,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,CaptureFormKeyDown,
greenshot,Complex Method,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,Animate,
greenshot,Complex Method,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Complex Method,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,Start,
greenshot,Complex Method,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,MainForm,
greenshot,Complex Method,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,RegisterHotkeys,
greenshot,Complex Method,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,InitializeQuickSettingsMenu,
greenshot,Complex Method,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,NotifyIconClick,
greenshot,Complex Method,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,DisplayDestinations,
greenshot,Complex Method,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,SaveSettings,
greenshot,Complex Method,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,MakeCapture,
greenshot,Complex Method,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,HandleCapture,
greenshot,Complex Method,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,CaptureWindow,
greenshot,Complex Method,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,GetBrowserTabs,
greenshot,Complex Method,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,CreateDocumentContainer,
greenshot,Complex Method,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,CaptureIe,
greenshot,Complex Method,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,DrawDocument,
greenshot,Complex Method,Greenshot.Helpers,PrintHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PrintHelper.cs,DrawImageForPrint,
greenshot,Complex Method,Greenshot.Helpers.IEInterop,DocumentContainer,DesigniteProjects\greenshot\src\Greenshot\Helpers\IEInterop\IEContainer.cs,Init,
greenshot,Long Parameter List,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,CreateRoundedRectangle,
greenshot,Long Parameter List,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,RegisterWrapper,
greenshot,Long Parameter List,Greenshot.Helpers,MapiHelperInterop,DesigniteProjects\greenshot\src\Greenshot\Helpers\MailHelper.cs,MAPISendMail,
greenshot,Long Parameter List,Greenshot.Helpers,NotifyIconNotificationService,DesigniteProjects\greenshot\src\Greenshot\Helpers\NotifyIconNotificationService.cs,ShowMessage,
greenshot,Long Identifier,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,HandleDataTransport,
greenshot,Long Identifier,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,CaptureWindow,
greenshot,Long Identifier,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,,
greenshot,Long Identifier,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,,
greenshot,Long Identifier,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,,
greenshot,Long Identifier,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,,
greenshot,Long Identifier,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,,
greenshot,Long Identifier,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,,
greenshot,Long Identifier,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,,
greenshot,Long Identifier,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,,
greenshot,Long Identifier,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,,
greenshot,Long Identifier,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,,
greenshot,Long Identifier,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,SurfaceMessageReceived,
greenshot,Long Statement,Greenshot.Controls,ContextMenuToolStripProfessionalRenderer,DesigniteProjects\greenshot\src\Greenshot\Controls\ContextMenuToolStripProfessionalRenderer.cs,OnRenderItemCheck,
greenshot,Long Statement,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,ProcessCmdKey,
greenshot,Long Statement,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,ProcessCmdKey,
greenshot,Long Statement,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,BugReportForm,DesigniteProjects\greenshot\src\Greenshot\Forms\BugReportForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,BugReportForm,DesigniteProjects\greenshot\src\Greenshot\Forms\BugReportForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,InitializeZoomer,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,CaptureFormKeyDown,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,Animate,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,VerifyZoomAnimation,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,VerifyZoomAnimation,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,VerifyZoomAnimation,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,VerifyZoomAnimation,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,DrawZoom,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,DrawZoom,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,DrawZoom,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,DrawZoom,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,DrawZoom,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,DrawZoom,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,DrawZoom,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,DrawZoom,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,OnPaint,
greenshot,Long Statement,Greenshot.Forms,LanguageDialog,DesigniteProjects\greenshot\src\Greenshot\Forms\LanguageDialog.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,Start,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,Start,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,HandleDataTransport,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,RegisterWrapper,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,RegisterWrapper,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,RegisterHotkeys,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,RegisterHotkeys,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,HandleFailedHotkeyRegistration,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,HandleFailedHotkeyRegistration,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,UpdateUi,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,UpdateUi,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,UpdateUi,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,UpdateUi,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,CaptureFile,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,Contextmenu_DonateClick,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,InitializeQuickSettingsMenu,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,NotifyIconClick,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,Exit,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,PrintOptionsDialog,DesigniteProjects\greenshot\src\Greenshot\Forms\PrintOptionsDialog.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,PrintOptionsDialog,DesigniteProjects\greenshot\src\Greenshot\Forms\PrintOptionsDialog.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,SetWindowCaptureMode,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,SetWindowCaptureMode,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,DisplayPluginTab,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,CheckFilenamePattern,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,DisplaySettings,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,BrowseClick,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,CheckDestinationSettings,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,SettingsForm,DesigniteProjects\greenshot\src\Greenshot\Forms\SettingsForm.cs,InitializeComponent,
greenshot,Long Statement,Greenshot.Forms,ToolStripMenuSelectList,DesigniteProjects\greenshot\src\Greenshot\Forms\ToolStripMenuSelectList.cs,UpdateImage,
greenshot,Long Statement,Greenshot,GreenshotMain,DesigniteProjects\greenshot\src\Greenshot\GreenshotMain.cs,Main,
greenshot,Long Statement,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,MakeCapture,
greenshot,Long Statement,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,MakeCapture,
greenshot,Long Statement,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,MakeCapture,
greenshot,Long Statement,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,MakeCapture,
greenshot,Long Statement,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,SurfaceMessageReceived,
greenshot,Long Statement,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,SurfaceMessageReceived,
greenshot,Long Statement,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,HandleCapture,
greenshot,Long Statement,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,HandleCapture,
greenshot,Long Statement,Greenshot.Helpers,CaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\CaptureHelper.cs,SelectCaptureWindow,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,IsIeWindow,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,GetBrowserTabs,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,GetHtmlDocument,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,GetHtmlDocument,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,CaptureIe,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,CaptureIe,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,CaptureIe,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,CaptureIe,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,PrepareCapture,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,PrepareCapture,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,PrepareCapture,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,DrawDocument,
greenshot,Long Statement,Greenshot.Helpers,IeCaptureHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\IECaptureHelper.cs,DrawDocument,
greenshot,Long Statement,Greenshot.Helpers,NotifyIconNotificationService,DesigniteProjects\greenshot\src\Greenshot\Helpers\NotifyIconNotificationService.cs,ShowMessage,
greenshot,Long Statement,Greenshot.Helpers,PluginHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PluginHelper.cs,LoadPlugins,
greenshot,Long Statement,Greenshot.Helpers,PluginHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PluginHelper.cs,LoadPlugins,
greenshot,Long Statement,Greenshot.Helpers,PrintHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PrintHelper.cs,DrawImageForPrint,
greenshot,Long Statement,Greenshot.Helpers,PrintHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PrintHelper.cs,DrawImageForPrint,
greenshot,Long Statement,Greenshot.Helpers,PrintHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PrintHelper.cs,DrawImageForPrint,
greenshot,Long Statement,Greenshot.Helpers,ResourceMutex,DesigniteProjects\greenshot\src\Greenshot\Helpers\ResourceMutex.cs,Lock,
greenshot,Long Statement,Greenshot.Helpers,ResourceMutex,DesigniteProjects\greenshot\src\Greenshot\Helpers\ResourceMutex.cs,Lock,
greenshot,Long Statement,Greenshot.Helpers,StartupHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\StartupHelper.cs,IsInStartupFolder,
greenshot,Long Statement,Greenshot.Helpers,UpdateService,DesigniteProjects\greenshot\src\Greenshot\Helpers\UpdateService.cs,Startup,
greenshot,Long Statement,Greenshot.Helpers.IEInterop,DocumentContainer,DesigniteProjects\greenshot\src\Greenshot\Helpers\IEInterop\IEContainer.cs,Init,
greenshot,Complex Conditional,Greenshot.Forms,CaptureForm,DesigniteProjects\greenshot\src\Greenshot\Forms\CaptureForm.cs,Animate,
greenshot,Complex Conditional,Greenshot.Forms,MainForm,DesigniteProjects\greenshot\src\Greenshot\Forms\MainForm.cs,ContextMenuOpening,
greenshot,Complex Conditional,Greenshot.Helpers,PrintHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PrintHelper.cs,DrawImageForPrint,
greenshot,Complex Conditional,Greenshot.Helpers,PrintHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\PrintHelper.cs,DrawImageForPrint,
greenshot,Empty Catch Block,Greenshot.Helpers,StartupHelper,DesigniteProjects\greenshot\src\Greenshot\Helpers\StartupHelper.cs,IsInStartupFolder,
greenshot,Empty Catch Block,Greenshot.Helpers,UpdateService,DesigniteProjects\greenshot\src\Greenshot\Helpers\UpdateService.cs,BackgroundTask,
greenshot,Empty Catch Block,Greenshot.Helpers.IEInterop,DocumentContainer,DesigniteProjects\greenshot\src\Greenshot\Helpers\IEInterop\IEContainer.cs,DocumentContainer,
greenshot,Empty Catch Block,Greenshot.Helpers.IEInterop,DocumentContainer,DesigniteProjects\greenshot\src\Greenshot\Helpers\IEInterop\IEContainer.cs,DocumentContainer,
greenshot,Empty Catch Block,Greenshot.Helpers.IEInterop,DocumentContainer,DesigniteProjects\greenshot\src\Greenshot\Helpers\IEInterop\IEContainer.cs,DocumentContainer,
greenshot,Empty Catch Block,Greenshot.Helpers.IEInterop,DocumentContainer,DesigniteProjects\greenshot\src\Greenshot\Helpers\IEInterop\IEContainer.cs,GetDocumentFromWindow,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
greenshot,Magic Number,Greenshot.Forms,AboutForm,DesigniteProjects\greenshot\src\Greenshot\Forms\AboutForm.cs,AboutForm,
