Project,File Path,Line Count
greenshot,DesigniteProjects\greenshot\src\Greenshot\Helpers\SoundHelper.cs,119
greenshot,DesigniteProjects\greenshot\src\Greenshot\Helpers\StartupHelper.cs,317
greenshot,DesigniteProjects\greenshot\src\Greenshot\Helpers\UpdateService.cs,211
greenshot,DesigniteProjects\greenshot\src\Greenshot\Helpers\Entities\UpdateFeed.cs,33
greenshot,DesigniteProjects\greenshot\src\Greenshot\Helpers\IEInterop\IEContainer.cs,578
greenshot,"DesigniteProjects\greenshot\src\Greenshot\obj\Debug\net472\.NETFramework,Version=v4.7.2.AssemblyAttributes.cs",4
greenshot,DesigniteProjects\greenshot\src\Greenshot\obj\Debug\net472\Greenshot.AssemblyInfo.cs,25
greenshot,DesigniteProjects\greenshot\src\Greenshot\Processors\TitleFixProcessor.cs,92
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\WellKnownDestinations.cs,36
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\AnimatingForm.cs,127
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\BackgroundForm.cs,99
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\BackgroundForm.Designer.cs,96
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\ExtendedWebBrowser.cs,68
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\FormWithoutActivation.cs,36
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotButton.cs,32
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotCheckBox.cs,41
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotColumnSorter.cs,127
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotComboBox.cs,116
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotDoubleClickButton.cs,12
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotForm.cs,667
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotGroupBox.cs,32
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotLabel.cs,32
greenshot,DesigniteProjects\greenshot\src\Greenshot.Base\Controls\GreenshotRadioButton.cs,41
